Episode,Reward
1233,619.0
1234,298.0
1235,1734.0
1236,672.0
1237,1785.0
1238,1155.0
1239,1049.0
1240,168.0
1241,770.0
1242,373.0
1243,2047.0
1244,1531.0
1245,1487.0
1246,737.0
1247,1273.0
1248,819.0
1249,405.0
1250,1061.0
1251,903.0
1252,1260.0
1253,882.0
1254,1402.0
1255,1509.0
1256,1723.0
1257,297.0
1258,756.0
1259,294.0
1260,2399.0
1261,937.0
1262,1674.0
1263,736.0
1264,549.0
1265,1281.0
1266,387.0
1267,1557.0
1268,1673.0
1269,2310.0
1270,936.0
1271,1008.0
1272,546.0
1273,777.0
1274,2107.0
1275,974.0
1276,987.0
1277,467.0
1278,1411.0
1279,1504.0
1280,1322.0
1281,874.0
1282,446.0
1283,1095.0
1284,1428.0
1285,1051.0
1286,766.0
1287,1246.0
1288,1659.0
1289,1491.0
1290,2116.0
1291,441.0
1292,779.0
1293,2136.0
1294,634.0
1295,2016.0
1296,630.0
1297,886.0
1298,976.0
1299,1377.0
1300,1556.0
1301,1449.0
1302,1106.0
1303,971.0
1304,556.0
1305,679.0
1306,1417.0
1307,993.0
1308,399.0
1309,1470.0
1310,777.0
1311,970.0
1312,1414.0
1313,918.0
1314,1097.0
1315,1551.0
1316,960.0
1317,441.0
1318,1124.0
1319,743.0
1320,1031.0
1321,1022.0
1322,1465.0
1323,1134.0
1324,1197.0
1325,1302.0
1326,1074.0
1327,333.0
1328,1076.0
1329,1013.0
1330,1377.0
1331,991.0
1332,1235.0
1333,722.0
1334,490.0
1335,2058.0
1336,999.0
1337,1323.0
1338,1224.0
1339,752.0
1340,1509.0
1341,1493.0
1342,58.0
1343,406.0
1344,891.0
1345,1723.0
1346,1494.0
1347,469.0
1348,1248.0
1349,609.0
1350,1408.0
1351,785.0
1352,220.0
1353,1502.0
1354,535.0
1355,336.0
1356,608.0
1357,1155.0
1358,1402.0
1359,2100.0
1360,1368.0
1361,728.0
1362,846.0
1363,1750.0
1364,853.0
1365,1596.0
1366,1027.0
1367,1534.0
1368,1407.0
1369,1053.0
1370,640.0
1371,1037.0
1372,1235.0
1373,608.0
1374,526.0
1375,620.0
1376,511.0
1377,1134.0
1378,496.0
1379,1449.0
1380,1203.0
1381,1416.0
1382,462.0
1383,973.0
1384,868.0
1385,805.0
1386,842.0
1387,621.0
1388,983.0
1389,644.0
1390,388.0
1391,1405.0
1392,735.0
1393,924.0
1394,1083.0
1395,1055.0
1396,896.0
1397,506.0
1398,785.0
1399,975.0
1400,399.0
1401,703.0
1402,942.0
1403,761.0
1404,1134.0
1405,1155.0
1406,493.0
1407,1088.0
1408,1606.0
1409,1218.0
1410,1150.0
1411,444.0
1412,1281.0
1413,1113.0
1414,992.0
1415,1911.0
1416,1032.0
1417,999.0
1418,492.0
1419,1247.0
1420,968.0
1421,1029.0
1422,760.0
1423,539.0
1424,273.0
1425,1297.0
1426,1480.0
1427,427.0
1428,1052.0
1429,525.0
1430,553.0
1431,914.0
1432,2058.0
1433,1911.0
1434,551.0
1435,328.0
1436,656.0
1437,1075.0
1438,1323.0
1439,1065.0
1440,1975.0
1441,1974.0
1442,944.0
1443,1191.0
1444,1455.0
1445,1030.0
1446,861.0
1447,1286.0
1448,1197.0
1449,1978.0
1450,2016.0
1451,842.0
1452,1120.0
1453,473.0
1454,894.0
1455,924.0
1456,1076.0
1457,1320.0
1458,530.0
1459,646.0
1460,883.0
1461,1775.0
1462,1627.0
1463,1388.0
1464,1058.0
1465,617.0
1466,657.0
1467,1417.0
1468,830.0
1469,1599.0
1470,1454.0
1471,934.0
1472,830.0
1473,1108.0
1474,1202.0
1475,1407.0
1476,527.0
1477,1701.0
1478,1899.0
1479,1275.0
1480,1722.0
1481,715.0
1482,2055.0
1483,383.0
1484,389.0
1485,902.0
1486,2406.0
1487,625.0
1488,1214.0
1489,783.0
1490,820.0
1491,351.0
1492,992.0
1493,1469.0
1494,348.0
1495,1392.0
1496,1355.0
1497,1883.0
1498,1715.0
1499,294.0
1500,610.0
1501,1357.0
1502,1265.0
1503,667.0
1504,1089.0
1505,1170.0
1506,2694.0
1507,922.0
1508,512.0
1509,1008.0
1510,1113.0
1511,1181.0
1512,1897.0
1513,598.0
1514,3150.0
1515,1205.0
1516,987.0
1517,767.0
1518,1353.0
1519,525.0
1520,1152.0
1521,887.0
1522,880.0
1523,1434.0
1524,415.0
1525,1281.0
1526,1239.0
1527,1705.0
1528,971.0
1529,743.0
1530,925.0
1531,1270.0
1532,1416.0
1533,562.0
1534,1086.0
1535,1199.0
1536,231.0
1537,1410.0
1538,945.0
1539,954.0
1540,546.0
1541,1035.0
1542,1183.0
1543,1161.0
1544,1248.0
1545,1638.0
1546,1412.0
1547,1492.0
1548,467.0
1549,1035.0
1550,784.0
1551,1587.0
1552,1224.0
1553,161.0
1554,841.0
1555,1995.0
1556,1092.0
1557,1102.0
1558,1117.0
1559,761.0
1560,1050.0
1561,957.0
1562,1076.0
1563,1091.0
1564,546.0
1565,1131.0
1566,1413.0
1567,1176.0
1568,1063.0
1569,1120.0
1570,1585.0
1571,1260.0
1572,715.0
1573,2330.0
1574,2106.0
1575,1578.0
1576,2103.0
1577,761.0
1578,1596.0
1579,781.0
1580,1100.0
1581,870.0
1582,1022.0
1583,993.0
1584,609.0
1585,758.0
1586,2212.0
1587,1313.0
1588,1183.0
1589,1470.0
1590,2037.0
1591,1386.0
1592,784.0
1593,2031.0
1594,547.0
1595,1811.0
1596,861.0
1597,1683.0
1598,1071.0
1599,805.0
1600,851.0
1601,1073.0
1602,924.0
1603,1239.0
1604,973.0
1605,569.0
1606,597.0
1607,1522.0
1608,1470.0
1609,2114.0
1610,1500.0
1611,781.0
1612,548.0
1613,546.0
1614,979.0
1615,698.0
1616,468.0
1617,1480.0
1618,1298.0
1619,987.0
1620,1048.0
1621,756.0
1622,2123.0
1623,189.0
1624,739.0
1625,672.0
1626,665.0
1627,490.0
1628,84.0
1629,695.0
1630,1165.0
1631,798.0
1632,907.0
1633,755.0
1634,1756.0
1635,405.0
1636,1722.0
1637,926.0
1638,1722.0
1639,420.0
1640,1142.0
1641,199.0
1642,1221.0
1643,1806.0
1644,1365.0
1645,979.0
1646,1348.0
1647,479.0
1648,317.0
1649,1533.0
1650,1124.0
1651,1092.0
1652,483.0
1653,957.0
1654,945.0
1655,1053.0
1656,1478.0
1657,1752.0
1658,1537.0
1659,588.0
1660,924.0
1661,571.0
1662,1073.0
1663,1291.0
1664,1071.0
1665,696.0
1666,731.0
1667,294.0
1668,1450.0
1669,525.0
1670,1449.0
1671,1019.0
1672,588.0
1673,1374.0
1674,840.0
1675,1069.0
1676,1181.0
1677,489.0
1678,483.0
1679,586.0
1680,903.0
1681,679.0
1682,656.0
1683,719.0
1684,672.0
1685,945.0
1686,924.0
1687,192.0
1688,1281.0
1689,1366.0
1690,964.0
1691,358.0
1692,984.0
1693,1516.0
1694,632.0
1695,1277.0
1696,735.0
1697,1098.0
1698,556.0
1699,448.0
1700,966.0
1701,721.0
1702,1050.0
1703,872.0
1704,516.0
1705,714.0
1706,818.0
1707,1692.0
1708,987.0
1709,1251.0
1710,1036.0
1711,1283.0
1712,1016.0
1713,1561.0
1714,800.0
1715,680.0
1716,1020.0
1717,525.0
1718,318.0
1719,899.0
1720,426.0
1721,567.0
1722,1050.0
1723,1142.0
1724,909.0
1725,320.0
1726,794.0
1727,1061.0
1728,126.0
1729,597.0
1730,201.0
1731,839.0
1732,1344.0
1733,472.0
1734,760.0
1735,473.0
1736,934.0
1737,536.0
1738,1140.0
1739,813.0
1740,622.0
1741,945.0
1742,1367.0
1743,989.0
1744,345.0
1745,470.0
1746,564.0
1747,716.0
1748,1092.0
1749,1425.0
1750,848.0
1751,1176.0
1752,1587.0
1753,1868.0
1754,1428.0
1755,321.0
1756,693.0
1757,961.0
1758,853.0
1759,1082.0
1760,458.0
1761,778.0
1762,1092.0
1763,1131.0
1764,916.0
1765,1979.0
1766,1184.0
1767,694.0
1768,1365.0
1769,783.0
1770,766.0
1771,1409.0
1772,630.0
1773,799.0
1774,630.0
1775,926.0
1776,776.0
1777,401.0
1778,405.0
1779,2226.0
1780,546.0
1781,341.0
1782,462.0
1783,664.0
1784,799.0
1785,1554.0
1786,1016.0
1787,1155.0
1788,1112.0
1789,1430.0
1790,1177.0
1791,966.0
1792,1394.0
1793,1824.0
1794,1028.0
1795,1242.0
1796,1044.0
1797,668.0
1798,1297.0
1799,1763.0
1800,836.0
1801,1724.0
1802,369.0
1803,1345.0
1804,749.0
1805,797.0
1806,1154.0
1807,363.0
1808,672.0
1809,861.0
1810,1365.0
1811,654.0
1812,1643.0
1813,756.0
1814,908.0
1815,1365.0
1816,813.0
1817,621.0
1818,1039.0
1819,266.0
1820,190.0
1821,163.0
1822,1374.0
1823,1220.0
1824,467.0
1825,973.0
1826,1793.0
1827,724.0
1828,966.0
1829,879.0
1830,682.0
1831,449.0
1832,1176.0
1833,576.0
1834,572.0
1835,1033.0
1836,882.0
1837,1197.0
1838,1187.0
1839,984.0
1840,341.0
1841,1248.0
1842,837.0
1843,464.0
1844,708.0
1845,530.0
1846,1155.0
1847,1420.0
1848,467.0
1849,714.0
1850,576.0
1851,504.0
1852,635.0
1853,546.0
1854,777.0
1855,996.0
1856,1758.0
1857,1337.0
1858,745.0
1859,169.0
1860,445.0
1861,1627.0
1862,787.0
1863,1143.0
1864,321.0
1865,596.0
1866,60.0
1867,461.0
1868,448.0
1869,999.0
1870,665.0
1871,823.0
1872,1828.0
1873,1688.0
1874,777.0
1875,840.0
1876,1110.0
1877,1080.0
1878,802.0
1879,539.0
1880,1098.0
1881,1088.0
1882,703.0
1883,1741.0
1884,882.0
1885,675.0
1886,525.0
1887,717.0
1888,994.0
1889,903.0
1890,682.0
1891,861.0
1892,1365.0
1893,1785.0
1894,1685.0
1895,1386.0
1896,1029.0
1897,1235.0
1898,659.0
1899,1484.0
1900,1082.0
1901,450.0
1902,2434.0
1903,665.0
1904,1450.0
1905,945.0
1906,1260.0
1907,1372.0
1908,2192.0
1909,1386.0
1910,1061.0
1911,747.0
1912,1128.0
1913,872.0
1914,1225.0
1915,1701.0
1916,866.0
1917,635.0
1918,1202.0
1919,1074.0
1920,241.0
1921,1418.0
1922,528.0
1923,1195.0
1924,1152.0
1925,635.0
1926,917.0
1927,1806.0
1928,1245.0
1929,1084.0
1930,714.0
1931,1584.0
1932,1784.0
1933,1368.0
1934,882.0
1935,964.0
1936,1761.0
1937,1176.0
1938,1286.0
1939,651.0
1940,1475.0
1941,1649.0
1942,1215.0
1943,808.0
1944,924.0
1945,499.0
1946,951.0
1947,555.0
1948,1305.0
1949,1604.0
1950,84.0
1951,1143.0
1952,300.0
1953,1470.0
1954,1407.0
1955,693.0
1956,426.0
1957,1255.0
1958,1005.0
1959,1118.0
1960,126.0
1961,551.0
1962,781.0
1963,987.0
1964,1701.0
1965,569.0
1966,735.0
1967,358.0
1968,1512.0
1969,471.0
1970,1643.0
1971,1029.0
1972,1359.0
1973,693.0
1974,1134.0
1975,1113.0
1976,1113.0
1977,1169.0
1978,693.0
1979,1978.0
1980,1155.0
1981,1725.0
1982,945.0
1983,1690.0
1984,1175.0
1985,1085.0
1986,901.0
1987,966.0
1988,1506.0
1989,861.0
1990,840.0
1991,651.0
1992,888.0
1993,1210.0
1994,1378.0
1995,1562.0
1996,436.0
1997,1134.0
1998,1236.0
1999,524.0
