Episode,Steps
786,67
787,62
788,62
789,60
790,79
791,56
792,69
793,81
794,73
795,73
796,78
797,76
798,78
799,65
800,72
801,74
802,71
803,76
804,71
805,73
806,75
807,56
808,67
809,68
810,59
811,80
812,60
813,72
814,74
815,63
816,80
817,66
818,65
819,65
820,68
821,86
822,71
823,74
824,72
825,67
826,63
827,78
828,64
829,70
830,68
831,78
832,76
833,80
834,68
835,65
836,57
837,65
838,64
839,70
840,57
841,67
842,80
843,72
844,61
845,73
846,54
847,82
848,75
849,64
850,80
851,61
852,67
853,61
854,72
855,58
856,66
857,59
858,65
859,72
860,66
861,52
862,82
863,44
864,69
865,53
866,66
867,80
868,72
869,63
870,71
871,80
872,70
873,78
874,91
875,66
876,73
877,63
878,76
879,72
880,57
881,61
882,63
883,73
884,75
885,52
886,60
887,56
888,66
889,70
890,60
891,75
892,74
893,71
894,62
895,73
896,73
897,71
898,58
899,56
900,73
901,65
902,69
903,70
904,65
905,75
906,66
907,64
908,59
909,64
910,56
911,65
912,76
913,57
914,73
915,68
916,71
917,72
918,76
919,68
920,66
921,44
922,69
923,65
924,80
925,73
926,59
927,69
928,67
929,70
930,57
931,61
932,76
933,67
934,74
935,77
936,66
937,65
938,62
939,61
940,69
941,74
942,60
943,58
944,62
945,65
946,74
947,56
948,57
949,62
950,61
951,74
952,55
953,63
954,70
955,76
956,66
957,55
958,79
959,75
960,68
961,66
962,64
963,70
964,69
965,71
966,73
967,66
968,62
969,69
970,53
971,65
972,78
973,72
974,55
975,68
976,68
977,54
978,63
979,72
980,72
981,66
982,70
983,58
984,71
985,68
986,71
987,70
988,65
989,55
990,48
991,69
992,67
993,68
994,60
995,62
996,79
997,69
998,73
999,68
1000,57
1001,72
1002,73
1003,59
1004,73
1005,59
1006,72
1007,58
1008,67
1009,59
1010,61
1011,74
1012,67
1013,63
1014,63
1015,65
1016,86
1017,61
1018,63
1019,68
1020,59
1021,75
1022,64
1023,63
1024,75
1025,66
1026,60
1027,56
1028,68
1029,61
1030,68
1031,66
1032,84
1033,72
1034,65
1035,63
1036,59
1037,57
1038,75
1039,62
1040,73
1041,74
1042,67
1043,64
1044,74
1045,63
1046,77
1047,74
1048,66
1049,77
1050,74
1051,67
1052,54
1053,63
1054,63
1055,62
1056,67
1057,73
1058,56
1059,62
1060,59
1061,67
1062,78
1063,62
1064,64
1065,63
1066,69
1067,64
1068,68
1069,66
1070,63
1071,64
1072,71
1073,83
1074,63
1075,72
1076,62
1077,67
1078,59
1079,77
1080,65
1081,58
1082,65
1083,60
1084,75
1085,68
1086,68
1087,68
1088,62
1089,65
1090,69
1091,63
1092,63
1093,53
1094,64
1095,65
1096,67
1097,51
1098,59
1099,66
1100,71
1101,65
1102,63
1103,74
1104,59
1105,58
1106,69
1107,68
1108,73
1109,80
1110,84
1111,62
1112,64
1113,65
1114,65
1115,78
1116,56
1117,65
1118,72
1119,56
1120,63
1121,85
1122,54
1123,71
1124,78
1125,60
1126,65
1127,75
1128,64
1129,74
1130,73
1131,68
1132,60
1133,69
1134,72
1135,59
1136,68
1137,57
1138,65
1139,68
1140,76
1141,56
1142,76
1143,71
1144,72
1145,66
1146,80
1147,77
1148,66
1149,68
1150,59
1151,69
1152,74
1153,71
1154,81
1155,62
1156,73
1157,55
1158,72
1159,82
1160,62
1161,63
1162,66
1163,58
1164,48
1165,60
1166,66
1167,62
1168,70
1169,69
1170,69
1171,74
1172,73
1173,53
1174,69
1175,54
1176,56
1177,73
1178,62
1179,63
1180,83
1181,54
1182,69
1183,77
1184,76
1185,80
1186,61
1187,75
1188,66
1189,65
1190,58
1191,68
1192,69
1193,68
1194,67
1195,67
1196,65
1197,67
1198,56
1199,60
1200,69
1201,59
1202,58
1203,72
1204,62
1205,66
1206,77
1207,75
1208,71
1209,68
1210,73
1211,71
1212,66
1213,75
1214,68
1215,76
1216,69
1217,65
1218,53
1219,78
1220,67
1221,75
1222,61
1223,46
1224,67
1225,82
1226,75
1227,75
1228,61
1229,66
1230,66
1231,65
1232,55
1233,64
1234,68
1235,67
1236,63
1237,81
1238,67
1239,70
1240,58
1241,70
1242,49
1243,76
1244,81
1245,79
1246,59
1247,72
1248,66
1249,63
1250,72
1251,65
1252,75
1253,63
1254,69
1255,67
1256,64
1257,71
1258,60
1259,64
1260,72
1261,72
1262,67
1263,73
1264,58
1265,63
1266,68
1267,66
1268,74
1269,64
1270,67
1271,59
1272,61
1273,66
1274,80
1275,65
1276,73
1277,64
1278,64
1279,65
1280,76
1281,62
1282,61
1283,68
1284,65
1285,73
1286,78
1287,69
1288,74
1289,58
1290,76
1291,63
1292,52
1293,78
1294,56
1295,68
1296,58
1297,69
1298,71
1299,72
1300,63
1301,64
1302,70
1303,65
1304,56
1305,64
1306,82
1307,66
1308,61
1309,68
1310,57
1311,64
1312,70
1313,62
1314,63
1315,65
1316,56
1317,59
1318,72
1319,63
1320,66
1321,59
1322,61
1323,69
1324,71
1325,68
1326,63
1327,61
1328,60
1329,59
1330,71
1331,62
1332,66
1333,55
1334,59
1335,68
1336,77
1337,68
1338,67
1339,68
1340,77
1341,66
1342,52
1343,60
1344,67
1345,66
1346,66
1347,67
1348,58
1349,72
1350,68
1351,64
1352,61
1353,74
1354,53
1355,48
1356,60
1357,61
1358,62
1359,72
1360,77
1361,65
1362,54
1363,63
1364,71
1365,63
1366,67
1367,75
1368,68
1369,63
1370,61
1371,67
1372,66
1373,64
1374,60
1375,59
1376,62
1377,71
1378,67
1379,72
1380,61
1381,67
1382,58
1383,61
1384,59
1385,59
1386,63
1387,58
1388,63
1389,60
1390,63
1391,64
1392,65
1393,62
1394,67
1395,63
1396,55
1397,64
1398,73
1399,63
1400,62
1401,65
1402,63
1403,66
1404,58
1405,69
1406,73
1407,67
1408,79
1409,61
1410,66
1411,68
1412,76
1413,68
1414,67
1415,74
1416,59
1417,61
1418,64
1419,66
1420,70
1421,62
1422,65
1423,63
1424,62
1425,76
1426,69
1427,69
1428,65
1429,57
1430,56
1431,70
1432,69
1433,65
1434,67
1435,72
1436,62
1437,60
1438,83
1439,64
1440,66
1441,71
1442,64
1443,69
1444,65
1445,73
1446,66
1447,74
1448,75
1449,73
1450,67
1451,59
1452,67
1453,72
1454,64
1455,67
1456,64
1457,75
1458,58
1459,81
1460,65
1461,67
1462,76
1463,66
1464,72
1465,68
1466,68
1467,65
1468,75
1469,71
1470,65
1471,80
1472,56
1473,73
1474,75
1475,67
1476,56
1477,63
1478,75
1479,72
1480,73
1481,52
1482,64
1483,63
1484,50
1485,57
1486,76
1487,75
1488,73
1489,65
1490,67
1491,81
1492,65
1493,75
1494,64
1495,72
1496,82
1497,64
1498,78
1499,57
1500,70
1501,65
1502,66
1503,67
1504,71
1505,64
1506,71
1507,62
1508,72
1509,73
1510,75
1511,64
1512,72
1513,67
1514,90
1515,60
1516,59
1517,65
1518,66
1519,47
1520,74
1521,68
1522,75
1523,68
1524,58
1525,55
1526,62
1527,62
1528,63
1529,60
1530,56
1531,66
1532,70
1533,67
1534,65
1535,64
1536,57
1537,68
1538,65
1539,66
1540,53
1541,66
1542,70
1543,75
1544,66
1545,65
1546,63
1547,57
1548,63
1549,64
1550,59
1551,64
1552,69
1553,54
1554,66
1555,75
1556,64
1557,68
1558,66
1559,74
1560,60
1561,65
1562,69
1563,68
1564,76
1565,71
1566,64
1567,59
1568,72
1569,56
1570,58
1571,55
1572,54
1573,71
1574,76
1575,70
1576,80
1577,76
1578,73
1579,64
1580,76
1581,59
1582,71
1583,67
1584,67
1585,57
1586,74
1587,66
1588,65
1589,61
1590,72
1591,65
1592,76
1593,80
1594,60
1595,85
1596,58
1597,78
1598,59
1599,68
1600,59
1601,66
1602,65
1603,61
1604,67
1605,61
1606,56
1607,67
1608,65
1609,60
1610,78
1611,66
1612,62
1613,64
1614,65
1615,71
1616,60
1617,67
1618,70
1619,68
1620,75
1621,62
1622,70
1623,56
1624,75
1625,62
1626,68
1627,66
1628,54
1629,63
1630,59
1631,58
1632,59
1633,64
1634,67
1635,59
1636,57
1637,52
1638,75
1639,65
1640,62
1641,64
1642,69
1643,67
1644,80
1645,73
1646,68
1647,53
1648,56
1649,68
1650,73
1651,59
1652,55
1653,72
1654,55
1655,60
1656,69
1657,71
1658,62
1659,56
1660,64
1661,63
1662,70
1663,66
1664,64
1665,60
1666,65
1667,58
1668,65
1669,59
1670,65
1671,60
1672,64
1673,74
1674,67
1675,73
1676,65
1677,71
1678,55
1679,72
1680,64
1681,58
1682,63
1683,63
1684,59
1685,54
1686,63
1687,61
1688,75
1689,64
1690,70
1691,57
1692,83
1693,83
1694,61
1695,69
1696,73
1697,66
1698,62
1699,74
1700,79
1701,69
1702,53
1703,59
1704,60
1705,55
1706,68
1707,69
1708,54
1709,71
1710,70
1711,65
1712,61
1713,74
1714,70
1715,74
1716,71
1717,61
1718,58
1719,65
1720,61
1721,69
1722,69
1723,75
1724,76
1725,62
1726,62
1727,75
1728,48
1729,67
1730,71
1731,72
1732,64
1733,88
1734,67
1735,61
1736,71
1737,60
1738,76
1739,65
1740,59
1741,64
1742,56
1743,81
1744,65
1745,60
1746,67
1747,61
1748,70
1749,67
1750,71
1751,70
1752,76
1753,67
1754,76
1755,69
1756,55
1757,67
1758,62
1759,75
1760,58
1761,55
1762,74
1763,71
1764,68
1765,65
1766,65
1767,80
1768,62
1769,61
1770,69
1771,62
1772,63
1773,67
1774,52
1775,69
1776,72
1777,58
1778,60
1779,67
1780,65
1781,54
1782,55
1783,60
1784,58
1785,70
1786,57
1787,66
1788,63
1789,69
1790,80
1791,70
1792,75
1793,75
1794,80
1795,88
1796,70
1797,57
1798,69
1799,77
1800,63
1801,78
1802,59
1803,85
1804,71
1805,65
1806,69
1807,69
1808,64
1809,71
1810,68
1811,56
1812,91
1813,74
1814,74
1815,79
1816,68
1817,69
1818,69
1819,86
1820,73
1821,94
1822,93
1823,81
1824,89
1825,96
1826,66
1827,87
1828,87
1829,65
1830,77
1831,70
1832,78
1833,72
1834,71
1835,69
1836,60
1837,67
1838,63
1839,69
1840,67
1841,72
1842,66
1843,60
1844,60
1845,62
1846,55
1847,69
1848,55
1849,62
1850,83
1851,65
1852,56
1853,53
1854,60
1855,71
1856,74
1857,72
1858,68
1859,61
1860,79
1861,77
1862,70
1863,64
1864,69
1865,54
1866,68
1867,71
1868,54
1869,66
1870,70
1871,75
1872,70
1873,70
1874,58
1875,55
1876,62
1877,65
1878,54
1879,69
1880,61
1881,62
1882,71
1883,71
1884,74
1885,68
1886,64
1887,61
1888,61
1889,54
1890,67
1891,69
1892,59
1893,60
1894,69
1895,70
1896,70
1897,66
1898,75
1899,67
1900,65
1901,64
1902,76
1903,67
1904,78
1905,64
1906,73
1907,65
1908,68
1909,69
1910,68
1911,66
1912,65
1913,60
1914,73
1915,70
1916,63
1917,72
1918,57
1919,62
1920,62
1921,78
1922,63
1923,71
1924,70
1925,68
1926,69
1927,73
1928,67
1929,67
1930,73
1931,68
1932,67
1933,69
1934,71
1935,69
1936,71
1937,63
1938,61
1939,65
1940,70
1941,66
1942,68
1943,58
1944,62
1945,74
1946,56
1947,64
1948,72
1949,71
1950,65
1951,66
1952,66
1953,72
1954,69
1955,60
1956,62
1957,65
1958,72
1959,79
1960,59
1961,66
1962,69
1963,69
1964,76
1965,78
1966,68
1967,56
1968,77
1969,61
1970,65
1971,62
1972,74
1973,74
1974,71
1975,70
1976,69
1977,72
1978,68
1979,78
1980,58
1981,73
1982,68
1983,82
1984,58
1985,64
1986,73
1987,73
1988,73
1989,62
1990,63
1991,55
1992,68
1993,71
1994,66
1995,63
1996,65
1997,64
1998,64
1999,69
