time/fps,Episode,time/time_elapsed,time/total_timesteps,Reward,train/approx_kl,train/clip_range,train/n_updates,train/clip_fraction,train/policy_gradient_loss,train/value_loss,train/entropy_loss,train/explained_variance,train/learning_rate,Loss
249,40,16,4000,4346.0,0.0001387237,0.2,390.0,0.0,-0.0027946481597609,472271.959375,-1.922692847251892,-4.279613494873047e-05,0.0003,201968.390625
249,41,16,4100,2716.0,5.694246e-05,0.2,400.0,0.0,-0.0008565229058149,507260.5265625,-1.923886877298355,1.3589859008789062e-05,0.0003,249500.328125
249,42,16,4200,5454.0,0.00027463905,0.2,410.0,0.0,-0.0029719173566263,145928.53828125,-1.919939297437668,6.210803985595703e-05,0.0003,78023.5703125
249,43,17,4300,5303.0,0.000119550416,0.2,420.0,0.0,-0.0011822302698419,700641.640625,-1.9193169534206391,-1.6689300537109375e-05,0.0003,269479.0
249,44,17,4400,2764.0,5.551086e-05,0.2,430.0,0.0,-0.0011520153599121,648623.4984375,-1.9179862797260283,9.953975677490234e-06,0.0003,241973.609375
249,45,18,4500,3760.0,0.000104260114,0.2,440.0,0.0,-0.0012850084413457,231452.62890625,-1.9144017398357391,8.422136306762695e-05,0.0003,129511.4375
249,46,18,4600,3971.0,9.932421e-05,0.2,450.0,0.0,-0.0013811735552735,489364.6203125,-1.9141941845417023,0.0001502037048339,0.0003,267176.4375
250,47,18,4700,2763.0,7.791807e-05,0.2,460.0,0.0,-0.001022586669751,526089.2734375,-1.914010041952133,0.000108003616333,0.0003,340015.78125
249,48,19,4800,7745.0,0.00014025449,0.2,470.0,0.0,-0.0021340263241654,186398.978125,-1.9136174619197843,4.398822784423828e-05,0.0003,73556.2109375
249,49,19,4900,1722.0,3.2944088e-05,0.2,480.0,0.0,-0.0001214203618019,1744937.975,-1.9126920402050016,2.0205974578857425e-05,0.0003,948811.5625
249,50,20,5000,5720.0,0.0007027936,0.2,490.0,0.0,-0.0037594288438413,82516.5578125,-1.9125309407711029,-6.186962127685547e-05,0.0003,42912.0390625
249,51,20,5100,3361.0,0.00013555173,0.2,500.0,0.0,-4.520337461144663e-06,853491.115625,-1.9114403426647184,-4.76837158203125e-06,0.0003,423405.84375
249,52,20,5200,5068.0,0.00011155092,0.2,510.0,0.0,-0.0019779042738264,303492.67890625,-1.9118685364723205,-1.7881393432617188e-06,0.0003,100004.5390625
249,53,21,5300,2621.0,9.550071e-05,0.2,520.0,0.0,-0.0014389622343514,603114.4328125,-1.910641312599182,-1.8358230590820312e-05,0.0003,307349.625
249,54,21,5400,4797.0,0.00020969386,0.2,530.0,0.0,-0.0018326622031281,215321.60859375,-1.9097551465034488,0.0001074075698852,0.0003,99730.8046875
249,55,22,5500,3262.0,5.9920778e-05,0.2,540.0,0.0,-0.0005843519945301,628093.734375,-1.905782890319824,-1.7523765563964844e-05,0.0003,338386.0625
249,56,22,5600,5918.0,5.7838548e-05,0.2,550.0,0.0,-0.0010437954935696,290026.32734375,-1.9052268445491791,5.507469177246094e-05,0.0003,140861.25
249,57,22,5700,4834.0,0.00010023436,0.2,560.0,0.0,-0.0015599972815834,871624.39375,-1.906682509183884,2.014636993408203e-05,0.0003,354138.3125
248,58,23,5800,4895.0,9.768254e-05,0.2,570.0,0.0,-0.0013325166175491,790708.134375,-1.900933849811554,-5.447864532470703e-05,0.0003,409417.5625
248,59,23,5900,3515.0,8.27523e-05,0.2,580.0,0.0,-0.0016995285041048,628566.25,-1.8975328862667085,4.291534423828125e-06,0.0003,330225.4375
248,60,24,6000,7145.0,7.99869e-05,0.2,590.0,0.0,-0.0012480502413382,366698.034375,-1.897889143228531,-1.1205673217773438e-05,0.0003,184994.15625
248,61,24,6100,2809.0,5.136989e-05,0.2,600.0,0.0,-0.0009876041072857,1414784.45625,-1.8968110620975491,-2.825260162353516e-05,0.0003,663288.8125
248,62,24,6200,4479.0,0.00028330646,0.2,610.0,0.0,-0.0030571830405278,185252.98125,-1.8971735000610352,2.0384788513183597e-05,0.0003,91500.59375
248,63,25,6300,2400.0,0.00021971675,0.2,620.0,0.0,-0.0023499410679505,593107.2125,-1.8969188570976256,2.2351741790771484e-05,0.0003,262281.90625
248,64,25,6400,4387.0,0.00035357318,0.2,630.0,0.0,-0.0038627612062555,121933.312109375,-1.898575735092163,-1.3113021850585938e-06,0.0003,60070.5625
248,65,26,6500,2913.0,0.00022664972,0.2,640.0,0.0,-0.0023225529868796,411449.2890625,-1.89377475976944,2.306699752807617e-05,0.0003,257981.328125
248,66,26,6600,4216.0,0.00040124072,0.2,650.0,0.0,-0.0020846063824137,254933.81796875,-1.894200849533081,2.1159648895263672e-05,0.0003,119832.53125
248,67,26,6700,5906.0,0.00026392165,0.2,660.0,0.0,-0.0030458418230409,554388.3171875,-1.8943780541419983,1.823902130126953e-05,0.0003,349992.21875
248,68,27,6800,5601.0,0.00011330181,0.2,670.0,0.0,-0.0004652377363527,1101226.39375,-1.893159282207489,3.7550926208496094e-05,0.0003,548816.9375
248,69,27,6900,2345.0,4.1808e-05,0.2,680.0,0.0,-0.0009387226677972,785616.80625,-1.8921066224575045,-1.6927719116210938e-05,0.0003,351951.15625
249,70,28,7000,4250.0,0.0001669746,0.2,690.0,0.0,-0.0019236582480516,165883.1625,-1.8945456087589263,2.4557113647460938e-05,0.0003,75282.7109375
249,71,28,7100,4165.0,0.00036951952,0.2,700.0,0.0,-0.0035229073473601,372937.028125,-1.8966293215751648,1.7881393432617188e-05,0.0003,200059.78125
248,72,28,7200,2802.0,6.49195e-05,0.2,710.0,0.0,-0.0007544360385509,446727.509375,-1.8999042809009552,-1.2993812561035156e-05,0.0003,215479.640625
248,73,29,7300,6511.0,0.00033428866,0.2,720.0,0.0,-0.0024952449914053,277743.58515625,-1.9008594095706937,-9.298324584960938e-06,0.0003,145693.375
248,74,29,7400,4476.0,0.00010322702,0.2,730.0,0.0,-0.0012157407393715,1238945.09375,-1.9048138439655304,7.62939453125e-06,0.0003,585724.25
248,75,30,7500,3895.0,5.3333948e-05,0.2,740.0,0.0,-0.0011435433875362,664316.33125,-1.903450334072113,1.5854835510253906e-05,0.0003,268322.46875
248,76,30,7600,2223.0,4.6449662e-05,0.2,750.0,0.0,-0.0009252495432065,475104.615625,-1.9059671819210051,-8.344650268554688e-06,0.0003,207177.21875
248,77,30,7700,4950.0,0.00084270735,0.2,760.0,0.0,-0.0059650507268088,166625.14609375,-1.9036160171031955,-3.3736228942871094e-05,0.0003,94574.8984375
248,78,31,7800,3401.0,0.00032661462,0.2,770.0,0.0,-0.0014921981188138,538393.2953125,-1.909236705303192,-2.586841583251953e-05,0.0003,295210.5625
248,79,31,7900,5147.0,4.6479257e-05,0.2,780.0,0.0,-0.0009090570493981,287246.33984375,-1.91756728887558,-3.457069396972656e-05,0.0003,102761.2578125
248,80,32,8000,4846.0,0.0001825682,0.2,790.0,0.0,-0.002817029893697,722761.459375,-1.9176864504814148,-6.127357482910156e-05,0.0003,423984.84375
248,81,32,8100,2152.0,4.918894e-05,0.2,800.0,0.0,-0.0006515271099488,760109.8203125,-1.9170491397380829,-3.6954879760742183e-06,0.0003,371249.28125
248,82,32,8200,7184.0,0.0004274741,0.2,810.0,0.0,-0.0028748589385941,98436.341796875,-1.914498460292816,1.0073184967041016e-05,0.0003,42447.7109375
248,83,33,8300,2903.0,0.0002322529,0.2,820.0,0.0,-0.0018844526231987,1107958.5625,-1.921405440568924,-1.0728836059570312e-06,0.0003,552833.0
249,84,33,8400,1898.0,0.00027075742,0.2,830.0,0.0,-0.0030837581572086,171261.7578125,-1.91984161734581,1.055002212524414e-05,0.0003,89610.828125
249,85,34,8500,4579.0,0.0005887659,0.2,840.0,0.0,-0.0030969246392487,101852.566015625,-1.9235144257545471,3.868341445922852e-05,0.0003,49362.12890625
249,86,34,8600,4378.0,0.00018278752,0.2,850.0,0.0,-0.0017773574978491,632474.15625,-1.924042284488678,-7.867813110351562e-06,0.0003,337933.65625
249,87,34,8700,5808.0,2.8495262e-05,0.2,860.0,0.0,-0.0008175901231879,514725.4,-1.91901239156723,-3.337860107421875e-06,0.0003,286609.71875
248,88,35,8800,5664.0,7.990789e-05,0.2,870.0,0.0,-0.0017815910599892,1094388.575,-1.9200472831726076,-1.1920928955078125e-07,0.0003,550696.125
249,89,35,8900,3738.0,2.885496e-05,0.2,880.0,0.0,-0.0008544939385501,937689.38125,-1.915683341026306,-2.264976501464844e-06,0.0003,475194.90625
249,90,36,9000,4135.0,5.1310337e-05,0.2,890.0,0.0,-0.0013665909777046,491063.9546875,-1.9178462028503416,-2.264976501464844e-06,0.0003,285672.59375
249,91,36,9100,3199.0,9.193664e-05,0.2,900.0,0.0,-0.0019319197695949,426298.4140625,-1.9195902228355408,-7.987022399902344e-06,0.0003,199677.078125
249,92,36,9200,2447.0,9.2988994e-05,0.2,910.0,0.0,-0.001068357412987,296841.21484375,-1.9189121782779692,2.825260162353516e-05,0.0003,132937.5625
249,93,37,9300,4873.0,0.0003528418,0.2,920.0,0.0,-0.0040787998932501,142536.03515625,-1.9166573524475097,-2.3603439331054688e-05,0.0003,67134.8671875
249,94,37,9400,5513.0,0.0001275407,0.2,930.0,0.0,3.753100972971879e-05,816673.021875,-1.9155559062957763,-2.86102294921875e-06,0.0003,339619.71875
249,95,38,9500,3907.0,3.34321e-05,0.2,940.0,0.0,-0.0006041492706572,738254.371875,-1.916713386774063,2.771615982055664e-05,0.0003,396986.15625
249,96,38,9600,2588.0,9.101014e-05,0.2,950.0,0.0,-0.0020245316664841,370583.065625,-1.9190882444381716,-2.491474151611328e-05,0.0003,218395.359375
249,97,38,9700,2450.0,0.00017081681,0.2,960.0,0.0,-0.0020101008118217,163854.995703125,-1.914282923936844,0.0001425743103027,0.0003,68635.28125
249,98,39,9800,5706.0,0.00021013038,0.2,970.0,0.0,-0.0016483845261973,146392.543359375,-1.9091306924819944,4.142522811889648e-05,0.0003,77176.6953125
249,99,39,9900,2666.0,9.67313e-05,0.2,980.0,0.0,-0.0014720433176989,942191.73125,-1.913484865427017,-1.0251998901367188e-05,0.0003,476834.4375
249,100,40,10000,4865.0,0.00032400832,0.2,990.0,0.0,-0.0041199486819095,152744.54375,-1.910413068532944,1.0311603546142578e-05,0.0003,77464.4296875
249,101,40,10100,4992.0,0.00012506524,0.2,1000.0,0.0,-0.0027566067801672,681111.646875,-1.9109410405159,3.337860107421875e-06,0.0003,333185.21875
250,102,40,10200,3542.0,6.569415e-05,0.2,1010.0,0.0,-0.0004608844235917,801386.725,-1.9130708754062653,-5.245208740234375e-06,0.0003,478818.5625
250,103,41,10300,3428.0,7.454974e-05,0.2,1020.0,0.0,-0.0012553236316307,189318.8265625,-1.913687747716904,1.9073486328125e-05,0.0003,92093.7265625
250,104,41,10400,4573.0,0.00018617221,0.2,1030.0,0.0,-0.0025868507120321,317755.8578125,-1.913826733827591,3.874301910400391e-06,0.0003,143808.359375
250,105,41,10500,3747.0,9.1737136e-05,0.2,1040.0,0.0,-0.0010016821812314,699329.7171875,-1.9166233956813807,-3.576278686523437e-06,0.0003,279526.4375
250,106,42,10600,2807.0,0.00025762932,0.2,1050.0,0.0,-0.0027031639609049,383851.4859375,-1.9124567210674288,7.510185241699219e-06,0.0003,200693.46875
249,107,42,10700,6293.0,0.0009361554,0.2,1060.0,0.0,-0.0062960569746792,202672.14609375,-1.9088241934776309,2.6524066925048828e-05,0.0003,87194.2734375
249,108,43,10800,2407.0,0.00014764376,0.2,1070.0,0.0,-0.0006525748045532,979865.834375,-1.9094254493713376,6.020069122314453e-06,0.0003,437163.4375
249,109,43,10900,5951.0,0.00022521765,0.2,1080.0,0.0,-0.0023611657103174,140468.6703125,-1.910466730594635,-8.344650268554688e-06,0.0003,51466.2265625
249,110,44,11000,4977.0,8.342994e-05,0.2,1090.0,0.0,-0.0013336805677681,816912.546875,-1.913785022497177,-3.457069396972656e-06,0.0003,428326.5
249,111,44,11100,2802.0,0.00016248143,0.2,1100.0,0.0,-0.0019648185178084,543635.5328125,-1.9048457205295564,5.185604095458984e-06,0.0003,346158.375
249,112,44,11200,6885.0,0.00014477543,0.2,1110.0,0.0,-0.0014932584450434,218641.81875,-1.9100349426269527,-5.602836608886719e-06,0.0003,124626.8515625
249,113,45,11300,4634.0,0.00014184436,0.2,1120.0,0.0,-0.002034798405657,1306361.3,-1.9126210391521452,3.993511199951172e-06,0.0003,779177.125
249,114,45,11400,3750.0,0.00016126559,0.2,1130.0,0.0,-0.0020044862816575,515817.534375,-1.9103131115436556,2.753734588623047e-05,0.0003,231023.125
249,115,46,11500,2974.0,0.0003237634,0.2,1140.0,0.0,-0.003790215292247,259285.20625,-1.9119498670101165,-2.062320709228516e-05,0.0003,122353.15625
249,116,46,11600,4055.0,0.0012233439,0.2,1150.0,0.0,-0.008464550768258,235716.6921875,-1.9162982821464536,9.5367431640625e-07,0.0003,103905.0703125
249,117,46,11700,3267.0,0.00026935496,0.2,1160.0,0.0,-0.0005389658595959,479815.971875,-1.9110002994537356,7.808208465576172e-06,0.0003,293050.125
249,118,47,11800,6300.0,7.267669e-05,0.2,1170.0,0.0,-0.0013398554414379,241592.17421875,-1.9079992651939397,-1.1086463928222656e-05,0.0003,115622.5078125
249,119,47,11900,5183.0,8.256366e-05,0.2,1180.0,0.0,-0.0014369800410349,1046579.790625,-1.91162742972374,1.5497207641601562e-06,0.0003,425029.0625
249,120,48,12000,3930.0,3.1351785e-05,0.2,1190.0,0.0,-0.0011596031610679,599982.565625,-1.9137374937534333,-1.4543533325195312e-05,0.0003,296597.375
249,121,48,12100,3997.0,0.000105059444,0.2,1200.0,0.0,-0.002064695991703,534431.6890625,-1.9092018127441408,1.2278556823730469e-05,0.0003,305874.3125
249,122,48,12200,3933.0,6.4277556e-05,0.2,1210.0,0.0,-0.0010612942522129,418129.94375,-1.911428201198578,-3.457069396972656e-06,0.0003,194252.453125
249,123,49,12300,4220.0,8.50772e-05,0.2,1220.0,0.0,-0.0013235150082891,363610.1046875,-1.9067773163318635,-7.987022399902344e-06,0.0003,204483.421875
249,124,49,12400,4853.0,0.00017798878,0.2,1230.0,0.0,-0.0026995116933676,507717.8515625,-1.9089948773384091,8.344650268554688e-07,0.0003,269868.0625
249,125,50,12500,5363.0,8.020881e-05,0.2,1240.0,0.0,-0.0009646862970839,511545.7390625,-1.908880168199539,2.562999725341797e-06,0.0003,302635.59375
249,126,50,12600,5849.0,5.851091e-05,0.2,1250.0,0.0,-0.0011012403397785,804595.74375,-1.9090433478355409,-3.814697265625e-06,0.0003,402144.71875
249,127,50,12700,2463.0,1.45691965e-05,0.2,1260.0,0.0,-0.0003268263462928,907357.0875,-1.91046399474144,2.264976501464844e-06,0.0003,425711.5625
249,128,51,12800,3726.0,0.000625259,0.2,1270.0,0.0,-0.0041668054913316,183059.09375,-1.9108247935771945,9.953975677490234e-06,0.0003,77794.515625
249,129,51,12900,2979.0,0.0004973983,0.2,1280.0,0.0,-0.0047768438817001,283539.64609375,-1.9115600168704987,1.430511474609375e-05,0.0003,149134.90625
249,130,52,13000,3412.0,0.00037860748,0.2,1290.0,0.0,-0.0030863386138662,158995.81015625,-1.9127598822116847,-1.7881393432617188e-06,0.0003,75068.8515625
249,131,52,13100,4111.0,0.0005178549,0.2,1300.0,0.0,-0.0049731051123671,375308.8640625,-1.9159567177295684,1.2636184692382812e-05,0.0003,226286.375
249,132,52,13200,2349.0,0.0004775596,0.2,1310.0,0.0,-0.0045167795105953,462851.359375,-1.9198508322238923,-1.0728836059570312e-06,0.0003,203754.4375
249,133,53,13300,3819.0,0.0005062022,0.2,1320.0,0.0,-0.0048402664346212,175769.2046875,-1.9113689363002777,-2.789497375488281e-05,0.0003,94073.1640625
249,134,53,13400,4307.0,0.00023759602,0.2,1330.0,0.0,-0.0021209899017321,449737.103125,-1.9122198939323425,4.291534423828125e-06,0.0003,258932.109375
249,135,54,13500,4600.0,5.9840942e-05,0.2,1340.0,0.0,-0.0006877691133468,649926.7171875,-1.9126321792602536,-3.2186508178710938e-06,0.0003,280918.34375
249,136,54,13600,2269.0,0.00019351227,0.2,1350.0,0.0,-0.0025897001783505,512630.7703125,-1.9119075894355773,2.8848648071289062e-05,0.0003,245800.9375
249,137,54,13700,3318.0,0.0003182828,0.2,1360.0,0.0,-0.0031942537803843,171522.0953125,-1.9064880847930907,2.9861927032470703e-05,0.0003,87083.265625
249,138,55,13800,7101.0,0.000104710256,0.2,1370.0,0.0,-0.0017013439581205,256108.3171875,-1.904586446285248,3.933906555175781e-06,0.0003,118747.140625
249,139,55,13900,4239.0,5.9198588e-05,0.2,1380.0,0.0,-0.0009931378411238,1680903.03125,-1.9039864897727967,1.2516975402832031e-06,0.0003,919646.3125
249,140,56,14000,3944.0,0.000176452,0.2,1390.0,0.0,-0.0018248366954139,330847.63125,-1.9055127203464508,9.119510650634766e-06,0.0003,131333.703125
249,141,56,14100,6500.0,0.000121220684,0.2,1400.0,0.0,-0.0013530073796573,298910.409375,-1.901801437139511,1.132488250732422e-06,0.0003,170793.578125
249,142,56,14200,1850.0,7.1779876e-05,0.2,1410.0,0.0,-0.0012175778345408,1188569.51875,-1.9005873143672944,1.788139343261719e-07,0.0003,661429.125
249,143,57,14300,5638.0,0.001456002,0.2,1420.0,0.0,-0.0067715130344367,105956.0125,-1.9034379124641416,1.6093254089355469e-06,0.0003,44544.90625
249,144,57,14400,3277.0,0.00026734546,0.2,1430.0,0.0,0.0012360314525722,1254449.071875,-1.9010134756565091,-1.1920928955078125e-07,0.0003,769114.0
249,145,58,14500,2771.0,0.00049939135,0.2,1440.0,0.0,-0.0039355488586807,294946.7359375,-1.897263032197952,3.75509262084961e-06,0.0003,126852.6875
249,146,58,14600,6781.0,0.0006184602,0.2,1450.0,0.0,-0.0046899352440959,178623.2890625,-1.8938639402389523,1.0728836059570312e-06,0.0003,83385.2578125
249,147,58,14700,3769.0,0.00013896279,0.2,1460.0,0.0,-0.0018764688770716,955517.54375,-1.9009747564792636,7.748603820800781e-07,0.0003,441856.78125
249,148,59,14800,4212.0,0.00031928724,0.2,1470.0,0.0,-0.003218553111219,392272.959375,-1.906891292333603,6.556510925292969e-07,0.0003,199294.421875
249,149,59,14900,2526.0,0.00013016045,0.2,1480.0,0.0,-0.001316862047679,405447.0640625,-1.901550245285034,-2.384185791015625e-06,0.0003,252088.21875
249,150,60,15000,4461.0,0.0005373358,0.2,1490.0,0.0,-0.0056568546860944,189614.1234375,-1.8954178094863887,4.887580871582031e-06,0.0003,98797.6484375
249,151,60,15100,4200.0,0.00013884011,0.2,1500.0,0.0,0.0006631072767049,492511.934375,-1.8944668769836424,1.5497207641601562e-06,0.0003,270757.65625
249,152,60,15200,4209.0,6.0139948e-05,0.2,1510.0,0.0,-0.0011840432352073,353546.6875,-1.8983632683753968,-1.430511474609375e-06,0.0003,172731.328125
249,153,61,15300,3848.0,0.00014987795,0.2,1520.0,0.0,-0.0018785751948598,467297.9140625,-1.8947297394275664,5.364418029785156e-07,0.0003,271588.5625
249,154,61,15400,2486.0,0.00017667282,0.2,1530.0,0.0,-0.0023406198873999,482115.9875,-1.892465478181839,2.3245811462402344e-06,0.0003,199462.1875
249,155,62,15500,5409.0,0.00025620603,0.2,1540.0,0.0,-0.0035705060443433,232050.040625,-1.8858426570892333,7.152557373046875e-07,0.0003,111960.328125
249,156,62,15600,2836.0,0.00018886337,0.2,1550.0,0.0,-0.0019216093554859,797535.159375,-1.8896394610404967,3.5762786865234375e-07,0.0003,413684.78125
249,157,62,15700,7573.0,0.00025870997,0.2,1560.0,0.0,-0.0026242678436801,207305.85234375,-1.8919259428977968,5.602836608886719e-06,0.0003,103797.203125
249,158,63,15800,2323.0,0.00016641394,0.2,1570.0,0.0,-0.0013568688788836,1118198.69375,-1.893581885099411,-5.960464477539062e-07,0.0003,529710.4375
249,159,63,15900,2029.0,0.00029228668,0.2,1580.0,0.0,-0.0021949378742647,122419.08359375,-1.895454430580139,1.2934207916259766e-05,0.0003,73545.4921875
249,160,64,16000,5718.0,0.0016057043,0.2,1590.0,0.0,-0.0106411673325055,116508.312109375,-1.8896721661090847,6.318092346191406e-06,0.0003,48179.41015625
249,161,64,16100,3164.0,0.00050938973,0.2,1600.0,0.0,-0.000976533965877,975806.16875,-1.881985640525818,1.132488250732422e-06,0.0003,567639.1875
249,162,64,16200,4716.0,0.0001568282,0.2,1610.0,0.0,-0.0020070935875992,311786.7671875,-1.878067910671234,1.6689300537109375e-06,0.0003,166736.984375
249,163,65,16300,3285.0,7.469683e-05,0.2,1620.0,0.0,-0.0009385509722051,707271.115625,-1.891058874130249,5.364418029785156e-07,0.0003,296003.90625
249,164,65,16400,5178.0,0.0001655668,0.2,1630.0,0.0,-0.0015596106644807,211151.025,-1.8747786343097688,4.231929779052734e-06,0.0003,108439.6953125
249,165,66,16500,4573.0,8.3268154e-05,0.2,1640.0,0.0,-0.0008069231479566,797848.14375,-1.8812640607357023,-4.76837158203125e-06,0.0003,401132.03125
249,166,66,16600,3072.0,3.9607236e-05,0.2,1650.0,0.0,-0.0006910573518325,732250.646875,-1.8839315533638,1.6689300537109375e-06,0.0003,372198.6875
