Episode,Loss
0,221.79920959472656
1,334.13299560546875
2,53.929962158203125
3,449.9009094238281
4,438.0912170410156
5,2048.9765625
6,192.33737182617188
7,219.0592803955078
8,1369.402099609375
9,345.5968322753906
10,1558.9971923828125
11,522.9097290039062
12,176.44834899902344
13,82.54289245605469
14,427.2808837890625
15,647.7840576171875
16,133.55201721191406
17,189.73114013671875
18,30.893569946289062
19,48.694786071777344
20,1022.2706909179688
21,419.9013977050781
22,531.1720581054688
23,297.1716003417969
24,950.4801635742188
25,126.48614501953125
26,398.65771484375
27,59.778167724609375
28,122.91878509521484
29,29.649316787719727
30,21.44255828857422
31,41.69795227050781
32,486.3955383300781
33,133.019775390625
34,25.672101974487305
35,151.76577758789062
36,52.18989181518555
37,1106.5977783203125
38,292.8832092285156
39,236.69554138183594
40,84.31710052490234
41,237.89370727539062
42,326.0035095214844
43,296.79510498046875
44,115.8250961303711
45,80.97677612304688
46,205.80551147460938
47,1341.8720703125
48,498.01019287109375
49,444.9249267578125
50,372.7184143066406
51,207.95384216308594
52,246.7650604248047
53,299.4667053222656
54,42.54713821411133
55,22.518009185791016
56,74.0753173828125
57,74.88621520996094
58,270.80072021484375
59,577.0457763671875
60,105.1820297241211
61,216.66915893554688
62,540.0054931640625
63,121.8543472290039
64,83.84028625488281
65,114.31828308105469
66,73.44927215576172
67,31.14094352722168
68,23.973018646240234
69,326.4947204589844
70,313.0455627441406
71,30.530256271362305
72,54.634315490722656
73,86.25252532958984
74,94.59834289550781
75,301.66571044921875
76,263.0523376464844
77,364.925537109375
78,527.8522338867188
79,526.9022827148438
80,590.1322631835938
81,231.25343322753906
82,162.042236328125
83,163.80836486816406
84,256.66253662109375
85,51.84125518798828
86,58.065486907958984
87,669.5270385742188
88,598.3098754882812
89,366.3516845703125
90,1321.37451171875
91,165.23483276367188
92,304.977294921875
93,207.47886657714844
94,109.96109771728516
95,49.30010223388672
96,31.811145782470703
97,633.1317138671875
98,222.74685668945312
99,59.74055862426758
100,120.54812622070312
101,143.89120483398438
102,217.3821258544922
103,516.0760498046875
104,1199.5556640625
105,160.4219512939453
106,1268.2030029296875
107,542.5994873046875
108,992.7449340820312
109,590.9794311523438
110,159.12132263183594
111,279.3692626953125
112,115.06230926513672
113,185.8187255859375
114,482.8397216796875
115,76.95845031738281
116,93.36442565917969
117,192.65823364257812
118,514.7939453125
119,290.7927551269531
120,47.63589096069336
121,373.91070556640625
122,584.8768920898438
123,261.08770751953125
124,883.9085083007812
125,333.4512023925781
126,384.2850646972656
127,169.56948852539062
128,284.3543395996094
129,92.35469818115234
130,417.48577880859375
131,141.43698120117188
132,81.08948516845703
133,121.54379272460938
134,133.6583709716797
135,1830.4686279296875
136,445.8995056152344
137,151.28207397460938
138,647.0643310546875
139,66.57720184326172
140,152.59771728515625
141,71.08734130859375
142,148.27459716796875
143,585.500244140625
144,293.9265441894531
145,593.685546875
146,262.19293212890625
147,88.79890441894531
148,326.90911865234375
149,712.1511840820312
150,478.7180480957031
151,357.5140686035156
152,223.1390838623047
153,592.2302856445312
154,476.0012512207031
155,101.42977905273438
156,633.1727905273438
157,324.0078125
158,514.0706787109375
159,151.9163055419922
160,836.8108520507812
161,145.2470703125
162,107.01957702636719
163,66.45584106445312
164,277.8363342285156
165,128.2344512939453
166,182.72952270507812
167,674.637939453125
168,143.4005126953125
169,920.5511474609375
170,307.14666748046875
171,150.48944091796875
172,170.03392028808594
173,211.88038635253906
174,744.51904296875
175,284.7345275878906
176,464.3371276855469
177,373.3487854003906
178,604.2188110351562
179,184.39491271972656
180,150.0420684814453
181,99.43008422851562
182,1353.988525390625
183,59.32734680175781
184,232.1456756591797
185,347.2458801269531
186,1797.9140625
187,217.99737548828125
188,368.6256408691406
189,204.0349578857422
190,270.9962158203125
191,1010.1954956054688
192,345.831787109375
193,61.6806526184082
194,873.2701416015625
195,268.7316589355469
196,291.55523681640625
197,293.9126281738281
198,523.39501953125
199,289.8764953613281
200,806.4843139648438
201,231.54315185546875
202,91.63311004638672
203,101.83528137207031
204,421.4026794433594
205,92.56993103027344
206,192.63221740722656
207,696.68017578125
208,327.302734375
209,429.4690246582031
210,139.1216278076172
211,454.67755126953125
212,276.27984619140625
213,954.9901123046875
214,424.13201904296875
215,225.34591674804688
216,179.5688018798828
217,392.20849609375
218,112.45372772216797
219,161.4956512451172
220,361.2243347167969
221,98.5866470336914
222,123.6456527709961
223,255.13839721679688
224,85.03849792480469
225,117.30130004882812
226,421.3464050292969
227,486.29461669921875
228,75.55194854736328
229,113.32463073730469
230,383.1927795410156
231,66.02819061279297
232,375.85589599609375
233,859.9494018554688
234,972.6710205078125
235,532.3864135742188
236,391.480712890625
237,428.46405029296875
238,1510.0606689453125
239,297.2685241699219
240,255.46849060058594
241,1957.0911865234375
242,1080.4014892578125
243,274.9438781738281
244,140.7183837890625
245,244.86012268066406
246,807.834716796875
247,905.1821899414062
248,623.5563354492188
249,735.64697265625
250,168.92601013183594
251,584.7212524414062
252,91.19678497314453
253,314.7115478515625
254,75.22264099121094
255,101.15841674804688
256,58.42390823364258
257,49.854522705078125
258,411.59783935546875
259,92.3077163696289
260,147.44647216796875
261,336.629150390625
262,145.7028045654297
263,178.84930419921875
264,938.314697265625
265,448.9048156738281
266,1271.1668701171875
267,223.08819580078125
268,114.42117309570312
269,184.03622436523438
270,76.1097640991211
271,398.49261474609375
272,432.6040954589844
273,1553.1878662109375
274,266.4414978027344
275,304.1380615234375
276,83.6084213256836
277,301.32275390625
