Episode,Reward
248,617.0
249,148.0
250,529.0
251,424.0
252,393.0
253,56.0
254,292.0
255,400.0
256,260.0
257,121.0
258,133.0
259,128.0
260,148.0
261,298.0
262,148.0
263,182.0
264,596.0
265,651.0
266,265.0
267,72.0
268,115.0
269,474.0
270,515.0
271,140.0
272,182.0
273,257.0
274,226.0
275,535.0
276,261.0
277,196.0
278,301.0
279,365.0
280,153.0
281,115.0
282,65.0
283,152.0
284,582.0
285,94.0
286,271.0
287,434.0
288,366.0
289,270.0
290,247.0
291,243.0
292,373.0
293,348.0
294,27.0
295,179.0
296,214.0
297,267.0
298,221.0
299,287.0
300,282.0
301,222.0
302,520.0
303,505.0
304,89.0
305,365.0
306,49.0
307,594.0
308,365.0
309,810.0
310,300.0
311,370.0
312,199.0
313,298.0
314,72.0
315,190.0
316,206.0
317,57.0
318,2.0
319,444.0
320,163.0
321,223.0
322,11.0
323,565.0
324,588.0
325,252.0
326,236.0
327,704.0
328,291.0
329,336.0
330,337.0
331,312.0
332,616.0
333,387.0
334,32.0
335,428.0
336,126.0
337,156.0
338,322.0
339,416.0
340,135.0
341,279.0
342,154.0
343,82.0
344,474.0
345,297.0
346,507.0
347,139.0
348,660.0
349,238.0
350,139.0
351,307.0
352,453.0
353,135.0
354,334.0
355,223.0
356,220.0
357,112.0
358,261.0
359,155.0
360,186.0
361,398.0
362,225.0
363,442.0
364,134.0
365,612.0
366,167.0
367,65.0
368,311.0
369,112.0
370,409.0
371,117.0
372,345.0
373,321.0
374,579.0
375,267.0
376,152.0
377,134.0
378,327.0
379,254.0
380,204.0
381,169.0
382,198.0
383,148.0
384,159.0
385,238.0
386,161.0
387,224.0
388,665.0
389,184.0
390,650.0
391,148.0
392,344.0
393,187.0
394,403.0
395,265.0
396,30.0
397,411.0
398,563.0
399,217.0
400,258.0
401,293.0
402,138.0
403,423.0
404,293.0
405,247.0
406,192.0
407,367.0
408,5.0
409,105.0
410,280.0
411,399.0
412,137.0
413,329.0
414,136.0
415,148.0
416,291.0
417,199.0
418,312.0
419,430.0
420,178.0
421,159.0
422,324.0
423,339.0
424,159.0
425,91.0
426,138.0
427,297.0
428,94.0
429,307.0
430,159.0
431,835.0
432,469.0
433,570.0
434,116.0
435,486.0
436,406.0
437,279.0
438,214.0
439,217.0
440,206.0
441,382.0
442,302.0
443,58.0
444,348.0
445,578.0
446,232.0
447,268.0
448,146.0
449,309.0
450,396.0
451,250.0
452,138.0
453,180.0
454,151.0
455,630.0
456,298.0
457,88.0
458,311.0
459,404.0
460,536.0
461,370.0
462,349.0
463,891.0
464,268.0
465,149.0
466,207.0
467,528.0
468,261.0
469,364.0
470,267.0
471,42.0
472,243.0
473,226.0
474,173.0
475,264.0
476,522.0
477,285.0
478,806.0
479,117.0
480,494.0
481,73.0
482,142.0
483,651.0
484,343.0
485,50.0
486,266.0
487,491.0
488,780.0
489,570.0
490,249.0
491,45.0
492,233.0
493,253.0
494,562.0
495,117.0
496,139.0
497,97.0
498,646.0
499,507.0
500,102.0
501,76.0
502,205.0
503,64.0
504,133.0
505,48.0
506,441.0
507,355.0
508,336.0
509,149.0
510,475.0
511,227.0
512,303.0
513,338.0
514,49.0
515,568.0
516,170.0
517,308.0
518,383.0
519,126.0
520,659.0
521,220.0
522,160.0
523,258.0
524,305.0
525,90.0
526,216.0
527,402.0
528,265.0
529,799.0
530,210.0
531,590.0
532,456.0
533,95.0
534,158.0
535,482.0
536,257.0
537,535.0
538,192.0
539,234.0
540,189.0
541,201.0
542,67.0
543,284.0
544,81.0
545,522.0
546,361.0
547,474.0
548,331.0
549,302.0
550,430.0
551,334.0
552,618.0
553,464.0
554,362.0
555,237.0
556,807.0
557,227.0
558,196.0
559,391.0
560,657.0
561,236.0
562,398.0
563,360.0
564,751.0
565,288.0
566,219.0
567,470.0
568,314.0
569,126.0
570,558.0
571,318.0
572,795.0
573,217.0
574,167.0
575,134.0
576,170.0
577,181.0
578,543.0
579,301.0
580,264.0
581,372.0
582,584.0
583,387.0
584,226.0
585,373.0
586,484.0
587,362.0
588,359.0
589,181.0
590,384.0
591,191.0
592,351.0
593,302.0
594,130.0
595,353.0
596,261.0
597,174.0
598,440.0
599,216.0
600,118.0
601,658.0
602,27.0
603,319.0
604,4.0
605,202.0
606,333.0
607,414.0
608,636.0
609,117.0
610,22.0
611,8.0
612,410.0
613,29.0
614,507.0
615,601.0
616,1.0
617,536.0
618,303.0
619,192.0
620,514.0
621,111.0
622,120.0
623,474.0
624,696.0
625,361.0
626,310.0
627,206.0
628,225.0
629,127.0
630,611.0
631,388.0
632,377.0
633,370.0
634,186.0
635,310.0
636,338.0
637,412.0
638,327.0
639,418.0
640,266.0
641,200.0
642,270.0
643,121.0
644,925.0
645,112.0
646,312.0
647,348.0
648,219.0
649,136.0
650,323.0
651,280.0
652,413.0
653,69.0
654,376.0
655,8.0
656,367.0
657,517.0
658,417.0
659,138.0
660,132.0
661,557.0
662,58.0
663,166.0
664,344.0
665,100.0
666,155.0
667,162.0
668,498.0
669,632.0
670,264.0
671,128.0
672,5.0
673,161.0
674,290.0
675,101.0
676,245.0
677,163.0
678,422.0
679,19.0
680,67.0
681,75.0
682,490.0
683,145.0
684,133.0
685,209.0
686,226.0
687,308.0
688,444.0
689,342.0
690,340.0
691,184.0
692,377.0
693,140.0
694,119.0
695,272.0
696,91.0
697,145.0
698,64.0
699,3.0
700,5.0
701,79.0
702,203.0
703,301.0
704,394.0
705,57.0
706,97.0
707,366.0
708,154.0
709,27.0
710,491.0
711,436.0
712,297.0
713,370.0
714,265.0
715,90.0
716,432.0
717,303.0
718,107.0
719,455.0
720,89.0
721,167.0
722,139.0
723,307.0
724,201.0
725,9.0
726,120.0
727,600.0
728,570.0
729,367.0
730,204.0
731,588.0
732,177.0
733,592.0
734,305.0
735,589.0
736,448.0
737,10.0
738,263.0
739,7.0
740,43.0
741,267.0
742,524.0
743,196.0
744,465.0
745,664.0
746,266.0
747,221.0
748,214.0
749,191.0
750,729.0
751,80.0
752,303.0
753,366.0
754,417.0
755,160.0
756,306.0
757,212.0
758,160.0
759,267.0
760,243.0
761,354.0
762,250.0
763,179.0
764,74.0
765,336.0
766,264.0
767,460.0
768,510.0
769,297.0
770,597.0
771,156.0
772,341.0
773,331.0
774,268.0
775,19.0
776,407.0
777,342.0
778,399.0
779,346.0
780,71.0
781,326.0
782,259.0
783,76.0
784,404.0
785,428.0
786,144.0
787,260.0
788,725.0
789,329.0
790,543.0
791,751.0
792,249.0
793,127.0
794,310.0
795,102.0
796,225.0
797,186.0
798,534.0
799,929.0
800,375.0
801,23.0
802,159.0
803,193.0
804,152.0
805,118.0
806,247.0
807,477.0
808,185.0
809,225.0
810,119.0
811,122.0
812,184.0
813,320.0
814,792.0
815,313.0
816,131.0
817,90.0
818,154.0
819,358.0
820,233.0
821,219.0
822,195.0
823,220.0
824,340.0
825,511.0
826,69.0
827,29.0
828,419.0
829,160.0
830,276.0
831,249.0
832,4.0
833,73.0
834,142.0
835,363.0
836,292.0
837,581.0
838,419.0
839,163.0
840,82.0
841,270.0
842,157.0
843,77.0
844,4.0
845,120.0
846,532.0
847,518.0
848,268.0
849,212.0
850,79.0
851,270.0
852,161.0
853,160.0
854,158.0
855,292.0
856,578.0
857,73.0
858,265.0
859,437.0
860,292.0
861,358.0
862,92.0
863,311.0
864,52.0
865,245.0
866,284.0
867,520.0
868,245.0
869,201.0
870,6.0
871,220.0
872,203.0
873,247.0
874,506.0
875,47.0
876,85.0
877,227.0
878,219.0
879,206.0
880,282.0
881,641.0
882,300.0
883,98.0
884,239.0
885,109.0
886,404.0
887,173.0
888,309.0
889,200.0
890,424.0
891,381.0
892,199.0
893,196.0
894,312.0
895,180.0
896,208.0
897,154.0
898,331.0
899,367.0
900,131.0
901,336.0
902,139.0
903,207.0
904,86.0
905,86.0
906,704.0
907,481.0
908,364.0
909,409.0
910,220.0
911,287.0
912,22.0
913,109.0
914,756.0
915,222.0
916,134.0
917,36.0
918,345.0
919,112.0
920,233.0
921,197.0
922,225.0
923,140.0
924,391.0
925,684.0
926,423.0
927,210.0
928,158.0
929,228.0
930,48.0
931,455.0
932,207.0
933,211.0
934,587.0
935,144.0
936,140.0
937,69.0
938,114.0
939,269.0
940,134.0
941,86.0
942,294.0
943,237.0
944,236.0
945,181.0
946,11.0
947,27.0
948,326.0
949,425.0
950,5.0
951,82.0
952,95.0
953,161.0
954,316.0
955,363.0
956,379.0
957,178.0
958,110.0
959,562.0
960,535.0
961,215.0
962,232.0
963,297.0
964,281.0
965,216.0
966,700.0
967,111.0
968,286.0
969,176.0
970,312.0
971,159.0
972,136.0
973,153.0
974,356.0
975,134.0
976,346.0
977,906.0
978,138.0
979,163.0
980,57.0
981,26.0
982,5.0
983,179.0
984,269.0
985,147.0
986,61.0
987,72.0
988,158.0
989,293.0
990,95.0
991,84.0
992,431.0
993,216.0
994,161.0
995,136.0
996,398.0
997,228.0
998,28.0
999,200.0
1000,266.0
1001,405.0
1002,375.0
1003,373.0
1004,147.0
1005,25.0
1006,104.0
1007,252.0
1008,218.0
1009,70.0
1010,225.0
1011,218.0
1012,68.0
1013,172.0
1014,30.0
1015,201.0
1016,253.0
1017,279.0
1018,487.0
1019,343.0
1020,245.0
1021,330.0
1022,167.0
1023,369.0
1024,645.0
1025,306.0
1026,3.0
1027,266.0
1028,281.0
1029,67.0
1030,661.0
1031,467.0
1032,261.0
1033,408.0
1034,179.0
1035,743.0
1036,380.0
1037,116.0
1038,249.0
1039,557.0
1040,411.0
1041,152.0
1042,373.0
1043,340.0
1044,265.0
1045,155.0
1046,278.0
1047,198.0
1048,477.0
1049,333.0
1050,72.0
1051,431.0
1052,467.0
1053,434.0
1054,104.0
1055,258.0
1056,348.0
1057,258.0
1058,377.0
1059,257.0
1060,333.0
1061,105.0
1062,253.0
1063,72.0
1064,290.0
1065,283.0
1066,375.0
1067,24.0
1068,625.0
1069,78.0
1070,264.0
1071,196.0
1072,59.0
1073,226.0
1074,272.0
1075,374.0
1076,77.0
1077,203.0
1078,161.0
1079,325.0
1080,275.0
1081,396.0
1082,163.0
1083,92.0
1084,347.0
1085,447.0
1086,15.0
1087,115.0
1088,306.0
1089,225.0
1090,134.0
1091,697.0
1092,370.0
1093,204.0
1094,530.0
1095,109.0
1096,13.0
1097,319.0
1098,347.0
1099,300.0
1100,197.0
1101,319.0
1102,382.0
1103,144.0
1104,301.0
1105,413.0
1106,381.0
1107,174.0
1108,103.0
1109,99.0
1110,310.0
1111,229.0
1112,180.0
1113,332.0
1114,282.0
1115,82.0
1116,266.0
1117,173.0
1118,455.0
1119,176.0
1120,138.0
1121,238.0
1122,472.0
1123,288.0
1124,373.0
1125,197.0
1126,480.0
1127,311.0
1128,111.0
1129,45.0
1130,346.0
1131,282.0
1132,254.0
1133,175.0
1134,547.0
1135,206.0
1136,719.0
1137,5.0
1138,91.0
1139,388.0
1140,232.0
1141,238.0
1142,144.0
1143,330.0
1144,478.0
1145,403.0
1146,357.0
1147,422.0
1148,223.0
1149,290.0
1150,136.0
1151,123.0
1152,112.0
1153,245.0
1154,237.0
1155,102.0
1156,265.0
1157,9.0
1158,310.0
1159,242.0
1160,443.0
1161,326.0
1162,124.0
1163,629.0
1164,580.0
1165,134.0
1166,109.0
1167,186.0
1168,98.0
1169,323.0
1170,138.0
1171,266.0
1172,62.0
1173,422.0
1174,414.0
1175,587.0
1176,28.0
1177,383.0
1178,332.0
1179,430.0
1180,89.0
1181,240.0
1182,158.0
1183,584.0
1184,115.0
1185,147.0
1186,155.0
1187,608.0
1188,216.0
1189,214.0
1190,189.0
1191,278.0
1192,535.0
1193,162.0
1194,251.0
1195,131.0
1196,164.0
1197,736.0
1198,173.0
1199,238.0
1200,497.0
1201,523.0
1202,472.0
1203,583.0
1204,621.0
1205,97.0
1206,482.0
1207,218.0
1208,200.0
1209,268.0
1210,616.0
1211,126.0
1212,244.0
1213,151.0
1214,266.0
1215,274.0
1216,321.0
1217,165.0
1218,253.0
1219,262.0
1220,523.0
1221,256.0
1222,354.0
1223,679.0
1224,433.0
1225,166.0
1226,465.0
1227,225.0
1228,194.0
1229,170.0
1230,424.0
1231,297.0
1232,393.0
1233,181.0
1234,224.0
1235,953.0
1236,141.0
1237,161.0
1238,377.0
1239,398.0
1240,49.0
1241,211.0
1242,512.0
1243,143.0
1244,525.0
1245,284.0
1246,226.0
1247,261.0
1248,222.0
1249,354.0
1250,587.0
1251,548.0
1252,286.0
1253,57.0
1254,226.0
1255,260.0
1256,610.0
1257,148.0
1258,198.0
1259,268.0
1260,432.0
1261,600.0
1262,476.0
1263,375.0
1264,451.0
1265,191.0
1266,461.0
1267,437.0
1268,80.0
1269,261.0
1270,594.0
1271,660.0
1272,480.0
1273,81.0
1274,370.0
1275,320.0
1276,253.0
1277,386.0
1278,380.0
1279,12.0
1280,393.0
1281,199.0
1282,125.0
1283,89.0
1284,6.0
1285,513.0
1286,250.0
1287,68.0
1288,437.0
1289,200.0
1290,582.0
1291,185.0
1292,373.0
1293,508.0
1294,243.0
1295,78.0
1296,694.0
1297,618.0
1298,207.0
1299,664.0
1300,118.0
1301,108.0
1302,338.0
1303,453.0
1304,376.0
1305,794.0
1306,118.0
1307,330.0
1308,318.0
1309,202.0
1310,276.0
1311,238.0
1312,268.0
1313,226.0
1314,648.0
1315,184.0
1316,418.0
1317,154.0
1318,140.0
1319,300.0
1320,377.0
1321,576.0
1322,487.0
1323,505.0
1324,207.0
1325,345.0
1326,161.0
1327,224.0
1328,264.0
1329,416.0
1330,253.0
1331,287.0
1332,442.0
1333,267.0
1334,101.0
1335,661.0
1336,155.0
1337,71.0
1338,362.0
1339,344.0
1340,616.0
1341,430.0
1342,553.0
1343,124.0
1344,64.0
1345,418.0
1346,10.0
1347,163.0
1348,71.0
1349,411.0
1350,3.0
1351,12.0
1352,108.0
1353,386.0
1354,324.0
1355,61.0
1356,180.0
1357,13.0
1358,739.0
1359,355.0
1360,159.0
1361,270.0
1362,156.0
1363,154.0
1364,257.0
1365,121.0
1366,522.0
1367,114.0
1368,302.0
1369,124.0
1370,151.0
1371,257.0
1372,598.0
1373,152.0
1374,160.0
1375,188.0
1376,240.0
1377,312.0
1378,457.0
1379,777.0
1380,198.0
1381,216.0
1382,509.0
1383,506.0
1384,570.0
1385,296.0
1386,137.0
1387,332.0
1388,286.0
1389,438.0
1390,458.0
1391,176.0
1392,187.0
1393,444.0
1394,36.0
1395,186.0
1396,415.0
1397,389.0
1398,294.0
1399,57.0
1400,281.0
1401,656.0
1402,281.0
1403,226.0
1404,152.0
1405,7.0
1406,211.0
1407,473.0
1408,192.0
1409,436.0
1410,453.0
1411,157.0
1412,404.0
1413,275.0
1414,282.0
1415,347.0
1416,264.0
1417,222.0
1418,111.0
1419,48.0
1420,153.0
1421,467.0
1422,434.0
1423,173.0
1424,49.0
1425,245.0
1426,176.0
1427,469.0
1428,117.0
1429,146.0
1430,282.0
1431,308.0
1432,281.0
1433,606.0
1434,340.0
1435,174.0
1436,541.0
1437,102.0
1438,407.0
1439,321.0
1440,207.0
1441,302.0
1442,587.0
1443,61.0
1444,373.0
1445,375.0
1446,163.0
1447,224.0
1448,588.0
1449,287.0
1450,212.0
1451,369.0
1452,330.0
1453,641.0
1454,165.0
1455,75.0
1456,299.0
1457,164.0
1458,135.0
1459,246.0
1460,74.0
1461,116.0
1462,242.0
1463,264.0
1464,374.0
1465,440.0
1466,418.0
1467,424.0
1468,306.0
1469,162.0
1470,368.0
1471,264.0
1472,392.0
1473,282.0
1474,361.0
1475,411.0
1476,78.0
1477,642.0
1478,223.0
1479,75.0
1480,481.0
1481,587.0
1482,315.0
1483,206.0
1484,239.0
1485,316.0
1486,714.0
1487,596.0
1488,639.0
1489,349.0
1490,583.0
1491,571.0
1492,119.0
1493,374.0
1494,181.0
1495,524.0
1496,613.0
1497,205.0
1498,677.0
1499,587.0
1500,505.0
1501,553.0
1502,165.0
1503,233.0
1504,171.0
1505,292.0
1506,119.0
1507,504.0
1508,649.0
1509,632.0
1510,518.0
1511,348.0
1512,77.0
1513,31.0
1514,545.0
1515,31.0
1516,176.0
1517,319.0
1518,694.0
1519,243.0
1520,342.0
1521,240.0
1522,679.0
1523,363.0
1524,107.0
1525,182.0
1526,158.0
1527,330.0
1528,601.0
1529,68.0
1530,175.0
1531,568.0
1532,591.0
1533,321.0
1534,608.0
1535,26.0
1536,254.0
1537,469.0
1538,325.0
1539,140.0
1540,220.0
1541,297.0
1542,30.0
1543,371.0
1544,376.0
1545,129.0
1546,117.0
1547,397.0
1548,152.0
1549,525.0
1550,439.0
1551,448.0
1552,227.0
1553,321.0
1554,229.0
1555,612.0
1556,138.0
1557,231.0
1558,355.0
1559,600.0
1560,203.0
1561,416.0
1562,187.0
1563,234.0
1564,232.0
1565,198.0
1566,298.0
1567,152.0
1568,373.0
1569,444.0
1570,226.0
1571,331.0
1572,78.0
1573,6.0
1574,195.0
1575,307.0
1576,330.0
1577,190.0
1578,278.0
1579,55.0
1580,301.0
1581,236.0
1582,536.0
1583,263.0
1584,470.0
1585,70.0
1586,283.0
1587,234.0
1588,145.0
1589,461.0
1590,204.0
1591,458.0
1592,136.0
1593,682.0
1594,185.0
1595,12.0
1596,220.0
1597,330.0
1598,186.0
1599,152.0
1600,109.0
1601,388.0
1602,101.0
1603,721.0
1604,133.0
1605,332.0
1606,431.0
1607,345.0
1608,91.0
1609,277.0
1610,431.0
1611,63.0
1612,197.0
1613,409.0
1614,125.0
1615,307.0
1616,436.0
1617,530.0
1618,378.0
1619,371.0
1620,359.0
1621,665.0
1622,438.0
1623,125.0
1624,114.0
1625,149.0
1626,925.0
1627,72.0
1628,246.0
1629,207.0
1630,91.0
1631,470.0
1632,380.0
1633,326.0
1634,98.0
1635,117.0
1636,320.0
1637,531.0
1638,256.0
1639,174.0
1640,271.0
1641,369.0
1642,512.0
1643,368.0
1644,396.0
1645,495.0
1646,335.0
1647,88.0
1648,612.0
1649,154.0
1650,223.0
1651,34.0
1652,313.0
1653,189.0
1654,304.0
1655,354.0
1656,396.0
1657,536.0
1658,527.0
1659,420.0
1660,86.0
1661,460.0
1662,469.0
1663,230.0
1664,264.0
1665,195.0
1666,103.0
1667,403.0
1668,460.0
1669,162.0
1670,56.0
1671,610.0
1672,200.0
1673,241.0
1674,112.0
1675,608.0
1676,354.0
1677,270.0
1678,359.0
1679,60.0
1680,295.0
1681,203.0
1682,294.0
1683,522.0
1684,367.0
1685,1050.0
1686,225.0
1687,135.0
1688,258.0
1689,312.0
1690,139.0
1691,509.0
1692,151.0
1693,267.0
1694,132.0
1695,411.0
1696,200.0
1697,484.0
1698,499.0
1699,488.0
1700,386.0
1701,117.0
1702,85.0
1703,261.0
1704,176.0
1705,364.0
1706,265.0
1707,61.0
1708,17.0
1709,799.0
1710,87.0
1711,120.0
1712,394.0
1713,233.0
1714,99.0
1715,178.0
1716,895.0
1717,296.0
1718,26.0
1719,459.0
1720,470.0
1721,369.0
1722,390.0
1723,350.0
1724,295.0
1725,387.0
1726,443.0
1727,256.0
1728,134.0
1729,126.0
1730,86.0
1731,245.0
1732,647.0
1733,662.0
1734,141.0
1735,511.0
1736,324.0
1737,257.0
1738,474.0
1739,321.0
1740,383.0
1741,370.0
1742,32.0
1743,720.0
1744,140.0
1745,426.0
1746,59.0
1747,748.0
1748,155.0
1749,111.0
1750,279.0
1751,72.0
1752,363.0
1753,288.0
1754,445.0
1755,62.0
1756,208.0
1757,120.0
1758,392.0
1759,382.0
1760,222.0
1761,237.0
1762,292.0
1763,285.0
1764,423.0
1765,136.0
1766,118.0
1767,174.0
1768,104.0
1769,107.0
1770,493.0
1771,46.0
1772,664.0
1773,392.0
1774,164.0
1775,94.0
1776,173.0
1777,57.0
1778,225.0
1779,487.0
1780,623.0
1781,238.0
1782,150.0
1783,355.0
1784,396.0
1785,156.0
1786,292.0
1787,290.0
1788,421.0
1789,141.0
1790,264.0
1791,373.0
1792,135.0
1793,161.0
1794,429.0
1795,177.0
1796,52.0
1797,305.0
1798,500.0
1799,112.0
1800,503.0
1801,129.0
1802,336.0
1803,374.0
1804,352.0
1805,100.0
1806,222.0
1807,178.0
1808,380.0
1809,10.0
1810,580.0
1811,31.0
1812,201.0
1813,767.0
1814,111.0
1815,95.0
1816,185.0
1817,247.0
1818,439.0
1819,352.0
1820,313.0
1821,185.0
1822,244.0
1823,138.0
1824,183.0
1825,237.0
1826,449.0
1827,365.0
1828,31.0
1829,178.0
1830,36.0
1831,335.0
1832,487.0
1833,438.0
1834,354.0
1835,222.0
1836,200.0
1837,290.0
1838,32.0
1839,194.0
1840,56.0
1841,26.0
1842,251.0
1843,455.0
1844,3.0
1845,56.0
1846,96.0
1847,180.0
1848,77.0
1849,25.0
1850,22.0
1851,475.0
1852,425.0
1853,198.0
1854,57.0
1855,34.0
1856,311.0
1857,209.0
1858,212.0
1859,139.0
1860,99.0
1861,85.0
1862,218.0
1863,217.0
1864,44.0
1865,90.0
1866,137.0
1867,150.0
1868,176.0
1869,332.0
1870,628.0
1871,177.0
1872,287.0
1873,82.0
1874,29.0
1875,113.0
1876,202.0
1877,253.0
1878,201.0
1879,52.0
1880,398.0
1881,190.0
1882,128.0
1883,37.0
1884,46.0
1885,375.0
1886,59.0
1887,279.0
1888,136.0
1889,26.0
1890,49.0
1891,180.0
1892,76.0
1893,153.0
1894,305.0
1895,321.0
1896,234.0
1897,489.0
1898,49.0
1899,79.0
1900,130.0
1901,50.0
1902,454.0
1903,185.0
1904,270.0
1905,133.0
1906,257.0
1907,311.0
1908,259.0
1909,207.0
1910,134.0
1911,144.0
1912,55.0
1913,106.0
1914,217.0
1915,283.0
1916,141.0
1917,219.0
1918,402.0
1919,354.0
1920,186.0
1921,82.0
1922,738.0
1923,19.0
1924,135.0
1925,671.0
1926,179.0
1927,389.0
1928,245.0
1929,7.0
1930,244.0
1931,75.0
1932,499.0
1933,63.0
1934,318.0
1935,138.0
1936,48.0
1937,230.0
1938,278.0
1939,358.0
1940,287.0
1941,415.0
1942,6.0
1943,257.0
1944,583.0
1945,352.0
1946,598.0
1947,174.0
1948,191.0
1949,90.0
1950,117.0
1951,206.0
1952,476.0
1953,4.0
1954,663.0
1955,222.0
1956,95.0
1957,138.0
1958,573.0
1959,295.0
1960,203.0
1961,5.0
1962,138.0
1963,68.0
1964,274.0
1965,29.0
1966,779.0
1967,340.0
1968,228.0
1969,415.0
1970,3.0
1971,276.0
1972,352.0
1973,478.0
1974,410.0
1975,308.0
1976,328.0
1977,445.0
1978,110.0
1979,231.0
1980,75.0
1981,149.0
1982,93.0
1983,633.0
1984,73.0
1985,186.0
1986,225.0
1987,355.0
1988,620.0
1989,222.0
1990,443.0
1991,144.0
1992,58.0
1993,435.0
1994,161.0
1995,151.0
1996,369.0
1997,536.0
1998,775.0
1999,56.0
