Episode,Steps
320,84
321,75
322,93
323,54
324,73
325,58
326,78
327,76
328,57
329,69
330,75
331,83
332,72
333,83
334,69
335,68
336,66
337,66
338,67
339,83
340,79
341,71
342,76
343,58
344,59
345,62
346,70
347,64
348,69
349,77
350,73
351,69
352,60
353,66
354,64
355,58
356,55
357,50
358,67
359,71
360,46
361,60
362,65
363,73
364,74
365,62
366,74
367,63
368,58
369,78
370,62
371,65
372,65
373,72
374,72
375,75
376,75
377,64
378,79
379,68
380,74
381,80
382,71
383,83
384,69
385,71
386,66
387,65
388,86
389,76
390,95
391,75
392,84
393,81
394,77
395,68
396,73
397,73
398,73
399,64
400,58
401,73
402,51
403,60
404,69
405,70
406,66
407,85
408,79
409,73
410,88
411,65
412,69
413,79
414,60
415,56
416,44
417,59
418,75
419,61
420,73
421,72
422,66
423,62
424,68
425,59
426,70
427,70
428,52
429,66
430,53
431,69
432,60
433,34
434,51
435,70
436,32
437,49
438,22
439,62
440,36
441,49
442,62
443,50
444,40
445,26
446,32
447,61
448,57
449,50
450,70
451,61
452,73
453,71
454,62
455,64
456,66
457,62
458,64
459,61
460,59
461,63
462,70
463,68
464,60
465,60
466,57
467,58
468,63
469,58
470,68
471,68
472,60
473,70
474,64
475,68
476,64
477,70
478,69
479,64
480,96
481,86
482,81
483,74
484,68
485,72
486,87
487,73
488,76
489,79
490,60
491,71
492,66
493,57
494,79
495,73
496,72
497,75
498,61
499,63
500,74
501,69
502,60
503,66
504,65
505,65
506,66
507,69
508,48
509,54
510,69
511,73
512,79
513,66
514,79
515,63
516,101
517,63
518,66
519,62
520,75
521,57
522,85
523,87
524,78
525,92
526,81
527,70
528,71
529,73
530,41
531,81
532,80
533,85
534,66
535,64
536,81
537,87
538,64
539,79
540,71
541,88
542,81
543,69
544,78
545,51
546,42
547,62
548,63
549,61
550,30
551,75
552,54
553,71
554,62
555,75
556,72
557,65
558,70
559,55
560,85
561,86
562,85
563,80
564,79
565,65
566,82
567,77
568,70
569,65
570,62
571,50
572,81
573,98
574,72
575,66
576,74
577,70
578,71
579,77
580,84
581,76
582,72
583,75
584,87
585,87
586,69
587,72
588,73
589,77
590,80
591,73
592,73
593,67
594,54
595,69
596,64
597,54
598,49
599,48
600,53
601,54
602,58
603,70
604,72
605,61
606,79
607,64
608,42
609,69
610,55
611,68
612,51
613,62
614,69
615,82
616,66
617,70
618,51
619,59
620,70
621,81
622,71
623,49
624,73
625,78
626,72
627,76
628,64
629,68
630,61
631,67
632,58
633,62
634,71
635,65
636,66
637,67
638,85
639,72
640,64
641,64
642,82
643,69
644,73
645,69
646,67
647,62
648,62
649,49
650,67
651,41
652,79
653,81
654,61
655,69
656,48
657,73
658,82
659,77
660,65
661,67
662,63
663,60
664,59
665,70
666,61
667,61
668,58
669,72
670,68
671,65
672,87
673,70
674,64
675,64
676,84
677,74
678,69
679,69
680,50
681,65
682,58
683,62
684,48
685,54
686,39
687,22
688,40
689,33
690,35
691,48
692,67
693,45
694,44
695,51
696,65
697,64
698,45
699,61
700,47
701,42
702,53
703,48
704,68
705,55
706,46
707,43
708,57
709,77
710,54
711,39
712,48
713,53
714,40
715,56
716,32
717,35
718,36
719,54
720,53
721,23
722,41
723,38
724,56
725,71
726,59
727,46
728,34
729,38
730,64
731,53
732,40
733,39
734,61
735,54
736,53
737,59
738,50
739,49
740,43
741,81
742,65
743,81
744,60
745,52
746,64
747,54
748,73
749,75
750,58
751,73
752,71
753,60
754,85
755,72
756,74
757,70
758,53
759,53
760,59
761,67
762,73
763,72
764,84
765,68
766,64
767,74
768,70
769,78
770,89
771,63
772,57
773,63
774,74
775,73
776,68
777,59
778,74
779,78
780,70
781,70
782,78
783,84
784,69
785,95
786,78
787,77
788,76
789,84
790,60
791,86
792,78
793,78
794,86
795,77
796,76
797,77
798,80
799,60
800,91
801,82
802,77
803,76
804,71
805,80
806,77
807,75
808,77
809,75
810,83
811,64
812,68
813,61
814,63
815,61
816,56
817,64
818,66
819,82
820,70
821,81
822,60
823,89
824,88
825,69
826,76
827,63
828,59
829,72
830,84
831,77
832,76
833,63
834,61
835,63
836,56
837,70
838,61
839,64
840,63
841,80
842,71
843,72
844,55
845,59
846,80
847,71
848,67
849,71
850,68
851,78
852,71
853,77
854,68
855,74
856,76
857,82
858,88
859,66
860,67
861,68
862,54
863,73
864,61
865,71
866,64
867,61
868,61
869,67
870,83
871,64
872,72
873,79
874,60
875,73
876,70
877,74
878,64
879,61
880,57
881,75
882,65
883,67
884,73
885,64
886,69
887,81
888,79
889,76
890,65
891,62
892,65
893,56
894,61
895,66
896,75
897,60
898,63
899,60
900,73
901,68
902,81
903,74
904,86
905,82
906,90
907,63
908,60
909,65
910,59
911,79
912,64
913,69
914,72
915,69
916,84
917,85
918,70
919,75
920,67
921,69
922,66
923,70
924,69
925,66
926,77
927,61
928,72
929,72
930,67
931,78
932,75
933,79
934,63
935,68
936,39
937,62
938,64
939,73
940,61
941,65
942,74
943,78
944,62
945,64
946,69
947,57
948,60
949,95
950,86
951,84
952,74
953,80
954,76
955,77
956,76
957,84
958,78
959,64
960,72
961,57
962,64
963,66
964,81
965,71
966,83
967,63
968,73
969,55
970,75
971,77
972,71
973,76
974,69
975,65
976,65
977,74
978,65
979,59
980,82
981,64
982,70
983,51
984,67
985,59
986,73
987,63
988,67
989,66
990,68
991,61
992,62
993,65
994,56
995,71
996,82
997,77
998,68
999,79
1000,79
1001,59
1002,66
1003,66
1004,72
1005,76
1006,74
1007,82
1008,70
1009,70
1010,83
1011,68
1012,61
1013,74
1014,75
1015,65
1016,60
1017,58
1018,56
1019,41
1020,67
1021,60
1022,79
1023,77
1024,74
1025,64
1026,71
1027,84
1028,88
1029,72
1030,83
1031,84
1032,81
1033,63
1034,75
1035,67
1036,86
1037,67
1038,71
1039,78
1040,67
1041,70
1042,71
1043,68
1044,75
1045,84
1046,85
1047,89
1048,74
1049,71
1050,71
1051,69
1052,64
1053,91
1054,85
1055,80
1056,81
1057,78
1058,75
1059,94
1060,79
1061,68
1062,86
1063,64
1064,61
1065,62
1066,60
1067,75
1068,80
1069,76
1070,69
1071,75
1072,68
1073,76
1074,70
1075,65
1076,77
1077,72
1078,66
1079,84
1080,67
1081,84
1082,68
1083,62
1084,72
1085,75
1086,72
1087,67
1088,63
1089,68
1090,76
1091,70
1092,62
1093,77
1094,68
1095,74
1096,78
1097,65
1098,75
1099,59
1100,75
1101,81
1102,68
1103,61
1104,73
1105,74
1106,78
1107,69
1108,82
1109,90
1110,77
1111,69
1112,68
1113,70
1114,66
1115,55
1116,96
1117,90
1118,77
1119,94
1120,89
1121,63
1122,76
1123,77
1124,72
1125,67
1126,75
1127,80
1128,73
1129,74
1130,73
1131,74
1132,79
1133,80
1134,71
1135,72
1136,63
1137,78
1138,60
1139,77
1140,76
1141,67
1142,73
1143,77
1144,79
1145,70
1146,60
1147,60
1148,71
1149,70
1150,74
1151,81
1152,58
1153,77
1154,58
1155,68
1156,78
1157,63
1158,77
1159,59
1160,66
1161,68
1162,63
1163,75
1164,69
1165,76
1166,62
1167,60
1168,76
1169,69
1170,56
1171,61
1172,67
1173,43
1174,64
1175,61
1176,72
1177,71
1178,62
1179,71
1180,74
1181,79
1182,80
1183,64
1184,81
1185,70
1186,68
1187,87
1188,75
1189,73
1190,69
1191,62
1192,84
1193,77
1194,69
1195,71
1196,68
1197,85
1198,59
1199,56
1200,76
1201,67
1202,82
1203,71
1204,70
1205,76
1206,82
1207,64
1208,69
1209,73
1210,74
1211,69
1212,72
1213,75
1214,59
1215,71
1216,68
1217,75
1218,64
1219,73
1220,67
1221,61
1222,73
1223,74
1224,73
1225,72
1226,60
1227,64
1228,59
1229,57
1230,52
1231,68
1232,55
1233,65
1234,69
1235,83
1236,59
1237,71
1238,63
1239,60
1240,73
1241,79
1242,80
1243,70
1244,84
1245,76
1246,81
1247,75
1248,67
1249,67
1250,67
1251,63
1252,67
1253,57
1254,87
1255,69
1256,78
1257,70
1258,71
1259,84
1260,75
1261,71
1262,68
1263,72
1264,68
1265,72
1266,58
1267,76
1268,62
1269,65
1270,77
1271,80
1272,75
1273,80
1274,84
1275,63
1276,65
1277,83
1278,76
1279,44
1280,65
1281,73
1282,72
1283,73
1284,66
1285,64
1286,58
1287,61
1288,73
1289,66
1290,67
1291,64
1292,57
1293,65
1294,73
1295,64
1296,68
1297,75
1298,64
1299,66
1300,69
1301,78
1302,65
1303,77
1304,73
1305,78
1306,72
1307,65
1308,67
1309,59
1310,69
1311,60
1312,59
1313,61
1314,64
1315,61
1316,75
1317,67
1318,68
1319,68
1320,70
1321,70
1322,62
1323,60
1324,51
1325,70
1326,52
1327,67
1328,70
1329,69
1330,57
1331,66
1332,63
1333,67
1334,61
1335,66
1336,62
1337,72
1338,67
1339,57
1340,52
1341,83
1342,81
1343,73
1344,69
1345,70
1346,64
1347,67
1348,54
1349,64
1350,68
1351,62
1352,65
1353,68
1354,75
1355,56
1356,66
1357,62
1358,61
1359,64
1360,67
1361,54
1362,74
1363,76
1364,84
1365,60
1366,54
1367,81
1368,70
1369,79
1370,77
1371,71
1372,72
1373,63
1374,68
1375,67
1376,69
1377,63
1378,80
1379,73
1380,79
1381,84
1382,77
1383,68
1384,73
1385,86
1386,83
1387,81
1388,69
1389,76
1390,63
1391,78
1392,75
1393,61
1394,75
1395,65
1396,69
1397,75
1398,68
1399,66
1400,70
1401,64
1402,69
1403,75
1404,69
1405,75
1406,68
1407,62
1408,81
1409,70
1410,82
1411,73
1412,83
1413,73
1414,79
1415,79
1416,74
1417,66
1418,82
1419,64
1420,73
1421,78
1422,72
1423,82
1424,79
1425,64
1426,76
1427,67
1428,73
1429,74
1430,76
1431,68
1432,70
1433,67
1434,68
1435,76
1436,79
1437,72
1438,75
1439,76
1440,75
1441,82
1442,75
1443,79
1444,79
1445,68
1446,79
1447,72
1448,83
1449,75
1450,62
1451,90
1452,77
1453,87
1454,72
1455,70
1456,74
1457,64
1458,70
1459,65
1460,59
1461,66
1462,76
1463,68
1464,71
1465,74
1466,66
1467,65
1468,72
1469,72
1470,69
1471,80
1472,75
1473,66
1474,69
1475,78
1476,78
1477,68
1478,73
1479,67
1480,67
1481,67
1482,78
1483,78
1484,85
1485,71
1486,77
1487,78
1488,73
1489,71
1490,80
1491,76
1492,74
1493,72
1494,70
1495,78
1496,76
1497,89
1498,67
1499,70
1500,67
1501,83
1502,91
1503,86
1504,70
1505,83
1506,84
1507,88
1508,74
1509,74
1510,78
1511,92
1512,67
1513,72
1514,69
1515,79
1516,65
1517,81
1518,82
1519,84
1520,68
1521,70
1522,85
1523,87
1524,71
1525,79
1526,77
1527,71
1528,73
1529,69
1530,86
1531,63
1532,73
1533,70
1534,64
1535,78
1536,75
1537,71
1538,82
1539,73
1540,75
1541,78
1542,80
1543,82
1544,73
1545,86
1546,71
1547,74
1548,76
1549,63
1550,75
1551,79
1552,80
1553,85
1554,78
1555,79
1556,72
1557,75
1558,80
1559,70
1560,91
1561,82
1562,77
1563,80
1564,85
1565,68
1566,66
1567,75
1568,71
1569,85
1570,88
1571,73
1572,83
1573,81
1574,84
1575,85
1576,74
1577,69
1578,74
1579,76
1580,87
1581,87
1582,77
1583,72
1584,75
1585,75
1586,77
1587,85
1588,87
1589,69
1590,85
1591,75
1592,62
1593,69
1594,78
1595,74
1596,87
1597,72
1598,85
1599,78
1600,65
1601,64
1602,77
1603,65
1604,66
1605,78
1606,74
1607,65
1608,62
1609,69
1610,72
1611,66
1612,74
1613,78
1614,82
1615,74
1616,68
1617,89
1618,79
1619,80
1620,71
1621,82
1622,84
1623,76
1624,75
1625,70
1626,76
1627,78
1628,77
1629,78
1630,77
1631,83
1632,66
1633,68
1634,72
1635,69
1636,82
1637,86
1638,88
1639,67
1640,69
1641,84
1642,76
1643,76
1644,78
1645,65
1646,84
1647,80
1648,74
1649,81
1650,77
1651,71
1652,72
1653,67
1654,71
1655,73
1656,71
1657,87
1658,80
1659,78
1660,79
1661,65
1662,80
1663,82
1664,70
1665,75
1666,65
1667,87
1668,90
1669,85
1670,68
1671,68
1672,83
1673,77
1674,57
1675,69
1676,78
1677,77
1678,75
1679,74
1680,71
1681,70
1682,72
1683,74
1684,81
1685,86
1686,90
1687,84
1688,79
1689,87
1690,78
1691,78
1692,78
1693,87
1694,76
1695,78
1696,83
1697,78
1698,81
1699,80
1700,71
1701,80
1702,71
1703,75
1704,73
1705,83
1706,81
1707,76
1708,79
1709,69
1710,81
1711,91
1712,73
1713,70
1714,78
1715,74
1716,77
1717,89
1718,78
1719,81
1720,81
1721,76
1722,73
1723,66
1724,90
1725,65
1726,77
1727,62
1728,76
1729,76
1730,79
1731,75
1732,69
1733,77
1734,81
1735,74
1736,75
1737,68
1738,73
1739,85
1740,73
1741,77
1742,70
1743,75
1744,72
1745,72
1746,87
1747,83
1748,81
1749,84
1750,81
1751,80
1752,75
1753,81
1754,93
1755,71
1756,84
1757,77
1758,79
1759,67
1760,79
1761,78
1762,79
1763,83
1764,74
1765,82
1766,69
1767,82
1768,81
1769,73
1770,79
1771,79
1772,75
1773,78
1774,77
1775,77
1776,76
1777,74
1778,71
1779,78
1780,87
1781,73
1782,72
1783,74
1784,85
1785,73
1786,73
1787,77
1788,76
1789,80
1790,76
1791,73
1792,78
1793,87
1794,79
1795,82
1796,85
1797,80
1798,80
1799,77
1800,71
1801,74
1802,66
1803,83
1804,68
1805,82
1806,82
1807,84
1808,72
1809,76
1810,79
1811,75
1812,79
1813,81
1814,79
1815,76
1816,76
1817,79
1818,88
1819,85
1820,92
1821,79
1822,78
1823,78
1824,85
1825,86
1826,74
1827,78
1828,69
1829,77
1830,81
1831,85
1832,79
1833,73
1834,81
1835,80
1836,81
1837,69
1838,80
1839,74
1840,78
1841,68
1842,80
1843,75
1844,71
1845,71
1846,75
1847,63
1848,72
1849,70
1850,78
1851,75
1852,81
1853,90
1854,82
1855,74
1856,67
1857,71
1858,77
1859,86
1860,72
1861,71
1862,73
1863,81
1864,85
1865,76
1866,82
1867,75
1868,63
1869,80
1870,70
1871,80
1872,77
1873,63
1874,81
1875,84
1876,79
1877,74
1878,80
1879,74
1880,75
1881,77
1882,81
1883,78
1884,68
1885,81
1886,61
1887,74
1888,84
1889,81
1890,69
1891,75
1892,71
1893,91
1894,77
1895,81
1896,77
1897,68
1898,65
1899,69
1900,69
1901,68
1902,52
1903,76
1904,72
1905,74
1906,87
1907,72
1908,77
1909,66
1910,79
1911,78
1912,65
1913,75
1914,81
1915,70
1916,73
1917,73
1918,82
1919,89
1920,80
1921,79
1922,78
1923,70
1924,81
1925,65
1926,70
1927,69
1928,70
1929,83
1930,78
1931,72
1932,64
1933,67
1934,74
1935,40
1936,61
1937,55
1938,41
1939,30
1940,72
1941,59
1942,53
1943,79
1944,72
1945,68
1946,76
1947,69
1948,66
1949,71
1950,76
1951,79
1952,83
1953,64
1954,77
1955,69
1956,79
1957,81
1958,82
1959,73
1960,67
1961,84
1962,72
1963,79
1964,71
1965,84
1966,84
1967,78
1968,69
1969,77
1970,76
1971,76
1972,89
1973,72
1974,82
1975,67
1976,76
1977,73
1978,71
1979,78
1980,66
1981,83
1982,70
1983,76
1984,73
1985,83
1986,65
1987,82
1988,77
1989,84
1990,67
1991,75
1992,72
1993,70
1994,67
1995,67
1996,66
1997,87
1998,60
1999,55
